time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"June 15 , 1970","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Ramón Ortiz (June 15, 1970) is a Puerto Rican guitarist and composer, best known as a founding member and director of the band Puya, Ankla and now his solo project ORTIZ.",0,0,,32264675
now,RB,TIMELINE_REGEX,TIME,time_reference,"Ramón Ortiz (June 15, 1970) is a Puerto Rican guitarist and composer, best known as a founding member and director of the band Puya, Ankla and now his solo project ORTIZ.",0,0,,32264675
1998,CD,YEAR_REGEX_1,TIME,time_reference,In 1998 the band signed to MCA/Universal and released the album Fundamental in 1999 .,1,2,== Puya ==,32264675
1999,CD,YEAR_REGEX_1,TIME,time_reference,In 1998 the band signed to MCA/Universal and released the album Fundamental in 1999 .,1,2,== Puya ==,32264675
the 1999,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,The album which was produced by Gustavo Santaolaya and one track by Bob Ezrin won the 1999 Latin Billboard award for Best Rock Fusion album.,2,2,== Puya ==,32264675
1999,CD,YEAR_REGEX_1,TIME,time_reference,"During that time the band toured with Ozzfest 1999, Red Hot Chili Peppers, KISS, Iron Maiden, System of a Down, Pantera, Slipknot and many others.",3,2,== Puya ==,32264675
2006,CD,YEAR_REGEX_1,TIME,time_reference,"In 2006, the band was signed by Bieler Brothers and released their first album ""Steep Trails"", produced by Ortiz and Bob Marlette.",1,4,== Ankla ==,32264675
2007,CD,YEAR_REGEX_1,TIME,time_reference,"In 2007 Ankla was a featured band on Ozzfest (second time for Ramon) sharing the bill this time around with Lamb of God, Behemoth, Hatebreed and Ozzy Osbourne.",2,4,== Ankla ==,32264675
of 2006,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"""Steep Trails"" was published as number 12 on Revolver Magazine's list of ""Top Metal Albums of 2006"".",4,4,== Ankla ==,32264675
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012 Ramon released his very eclectic first solo album by the name ""ORTIZ"".",0,6,== Solo albums ==,32264675
"September 15 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His second solo album Portal was released on September 15, 2015 and has a more progressive sound than its predecessor .",3,6,== Solo albums ==,32264675
2019,CD,YEAR_REGEX_1,TIME,time_reference,In 2019 he released his third solo effort the EP Corozo,6,6,== Solo albums ==,32264675
year,NN,TIME_UNIT_REGEX,TIME,time_reference,That same year he was also invited to be part of the show  Mi Pasion Mi Vida Mi Guitarra alongside three of Puerto Rico s most prominent string players.,1,8,== Solo albums ==,32264675
Currently,RB,TIMELINE_REGEX,TIME,time_reference,"Currently, Ramon resides in Puerto Rico and remains occupied as a guitar teacher, performing solo shows and sporadic meetings of  Puya, among other projects.",2,8,== Solo albums ==,32264675
1990,CD,YEAR_REGEX_1,TIME,time_reference,Save from Ourselves (1st  edition) -Mattador-Osama records 1990,0,12,== Discography ==,32264675
1994,CD,YEAR_REGEX_1,TIME,time_reference,Puya-Puya-Noiz Boiz records 1994,0,13,== Discography ==,32264675
1999,CD,YEAR_REGEX_1,TIME,time_reference,Fundamental-Puya-MCA/Universal 1999,0,14,== Discography ==,32264675
2001,CD,YEAR_REGEX_1,TIME,time_reference,Union -Puya-MCA/Universal 2001,0,15,== Discography ==,32264675
