time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
2 June 1878 – 15 April 1912,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
15 April 1912,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,0
Sunday,NNP,WEEK_REGEX,TIME,time_reference,1,2
day,NN,TIME_UNIT_REGEX,TIME,time_reference,3,2
1903,CD,YEAR_REGEX_1,TIME,time_reference,6,2
six years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,6,2
1909,CD,YEAR_REGEX_1,TIME,time_reference,7,2
April 1912,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,11,2
recently,RB,TIMELINE_REGEX,TIME,time_reference,12,2
the night,DT NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,4
of 14 April 1912,IN CD NNP CD,PREFIX_REGEX_1 DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,MODIFIER NUMERAL TIME TIME,time_reference,0,4
moments,NNS,TIMELINE_REGEX,TIME,time_reference,3,4
A Night,NNP NNP,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,1,5
1955,CD,YEAR_REGEX_1,TIME,time_reference,1,5
Autumn,NNP,SEASON_REGEX,TIME,time_reference,1,5
Past,NNP,TIMELINE_REGEX,TIME,time_reference,2,5
almost two weeks,RB CD NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,0,7
18 May 1912,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,4,7
1915,CD,YEAR_REGEX_1,TIME,time_reference,0,8
April 15th 1912,NNP CD CD,MONTH_REGEX DIGIT_REGEX_1 YEAR_REGEX_1,TIME NUMERAL TIME,time_reference,0,9
a few weeks,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,3,10
December 1913,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,10
2001,CD,YEAR_REGEX_1,TIME,time_reference,5,10
2008,CD,YEAR_REGEX_1,TIME,time_reference,6,10
March 2013,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,12
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,12
seven years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,12
last moments,JJ NNS,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,0,12
1910,CD,YEAR_REGEX_1,TIME,time_reference,1,12
1910,CD,YEAR_REGEX_1,TIME,time_reference,2,12
19 July 1912,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,5,12
1939,CD,YEAR_REGEX_1,TIME,time_reference,1,13
70 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,13
19 October 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,7,13
now,RB,TIMELINE_REGEX,TIME,time_reference,8,13
2014,CD,YEAR_REGEX_1,TIME,time_reference,10,13
"June 2 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,12,13
last moments,JJ NNS,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,13,13
their September 2017,PRP$ NNP CD,PREFIX_REGEX_1 MONTH_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,,13,13
A Night,NNP NNP,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,15
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1955,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,16
1997,CD,YEAR_REGEX_1,TIME,time_reference,0,17
2012,CD,YEAR_REGEX_1,TIME,time_reference,0,18
