time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"November 2 , 1990","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Kendall Francis Schmidt (born November 2, 1990) is an American singer, songwriter, music producer, and actor.",0,0,,25286273
of the Future,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER MODIFIER TIME,time_reference,"He played Kendall Knight in Big Time Rush, and is a current member of the boyband with the same name, and has had small roles on TV shows such as ER, Without a Trace, Phil of the Future, Ghost Whisperer, Gilmore Girls, School of Rock and Frasier.",1,0,,25286273
nine years old,CD NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,"When he was nine years old, he was one of two young actors who were hired to be Haley Joel Osment's stand-in and body double (they shared the same agent) in the Steven Spielberg film A.I. Artificial Intelligence.",4,2,== Early life ==,25286273
10 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,"When he was 10 years old, his family finally made the move from Kansas to California.",6,2,== Early life ==,25286273
2001–2014,CD,YEAR_REGEX_1,TIME,time_reference,2001–2014: Career beginning and Big Time Rush =,1,4,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
2001,CD,YEAR_REGEX_1,TIME,time_reference,"In 2001 Schmidt soon landed recurring roles on General Hospital, Titus, Raising Dad, Gilmore Girls and CSI: Miami.",0,5,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
of the Future,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER MODIFIER TIME,time_reference,"He guest-starred on a variety of TV shows, including ER, MADtv, Frasier and Phil of the Future.",1,5,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
recently,RB,TIMELINE_REGEX,TIME,time_reference,"Most recently, Kendall guest starred on Without a Trace and Ghost Whisperer.",2,5,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
2009,CD,YEAR_REGEX_1,TIME,time_reference,"In 2009, Schmidt was cast as the lead of the TV show Big Time Rush.",0,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
"October 11 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Nickelodeon signed Big Time Rush and the debut album, titled BTR, was released on October 11, 2010 and debuted at number 3 on the Billboard 200.",3,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
November 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In November 2010, it was announced that a Christmas special of Big Time Rush would debut later that month, and that a Christmas EP would be released to coincide with the episode.",5,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
that a Christmas,IN DT NNP,PREFIX_REGEX_1 INARTICLE_REGEX HOLIDAY_REGEX,MODIFIER MODIFIER TIME,time_reference,"In November 2010, it was announced that a Christmas special of Big Time Rush would debut later that month, and that a Christmas EP would be released to coincide with the episode.",5,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
later that month,RB DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In November 2010, it was announced that a Christmas special of Big Time Rush would debut later that month, and that a Christmas EP would be released to coincide with the episode.",5,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
that a Christmas,IN DT NNP,PREFIX_REGEX_1 INARTICLE_REGEX HOLIDAY_REGEX,MODIFIER MODIFIER TIME,time_reference,"In November 2010, it was announced that a Christmas special of Big Time Rush would debut later that month, and that a Christmas EP would be released to coincide with the episode.",5,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
"November 30 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On November 30, 2010, they released the Holiday EP Holiday Bundle, with two songs: ""Beautiful Christmas"" and the cover of ""All I Want for Christmas is You"", originally performed by Mariah Carey.",6,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
Christmas,NNP,HOLIDAY_REGEX,TIME,time_reference,"On November 30, 2010, they released the Holiday EP Holiday Bundle, with two songs: ""Beautiful Christmas"" and the cover of ""All I Want for Christmas is You"", originally performed by Mariah Carey.",6,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
Christmas,NNP,HOLIDAY_REGEX,TIME,time_reference,"On November 30, 2010, they released the Holiday EP Holiday Bundle, with two songs: ""Beautiful Christmas"" and the cover of ""All I Want for Christmas is You"", originally performed by Mariah Carey.",6,6,== Career == | === 2001–2014: Career beginning and Big Time Rush ===,25286273
