time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"August 10 , 1922 – November 27 , 2009","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
Hour,NNP,TIME_UNIT_REGEX,TIME,time_reference,1,2
1954,CD,YEAR_REGEX_1,TIME,time_reference,1,4
year,NN,TIME_UNIT_REGEX,TIME,time_reference,1,4
May,NNP,MONTH_REGEX,TIME,time_reference,2,4
the 1955,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,5
four weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,5
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,6
May,NNP,MONTH_REGEX,TIME,time_reference,0,6
AM,NNP,HALFDAY_REGEX_1,TIME,time_reference,3,6
a one-hour Saturday afternoon,DT JJ NNP NN,INARTICLE_REGEX BASIC_NUMBER_REGEX_1 WEEK_REGEX DAY_TIME_REGEX,MODIFIER NUMERAL TIME TIME,time_reference,0,7
WKBS-TV,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,7
32 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,8,7
2001,CD,YEAR_REGEX_1,TIME,time_reference,8,7
2010,CD,YEAR_REGEX_1,TIME,time_reference,2,9
"November 27 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,13
12:11 pm EST,CD NN NN,DIGIT_REGEX_1 HALFDAY_REGEX_1 TIME_ZONE_REGEX,NUMERAL TIME TIME,,0,13
1980s,CD,YEAR_REGEX_1,TIME,time_reference,0,17
