time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"November 7 , 1981","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Nana Katase (片瀬 那奈, Katase Nana, born November 7, 1981) is a Japanese actress, singer, and fashion model.",0,0,,16805343
2006,CD,YEAR_REGEX_1,TIME,time_reference,"She is known for acting in Death Note 2: The Last Name (2006), Arakawa Under the Bridge (2010) and 20th Century Boys 1: Beginning of the End (2008).",1,0,,16805343
2010,CD,YEAR_REGEX_1,TIME,time_reference,"She is known for acting in Death Note 2: The Last Name (2006), Arakawa Under the Bridge (2010) and 20th Century Boys 1: Beginning of the End (2008).",1,0,,16805343
20th Century,JJ NNP,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"She is known for acting in Death Note 2: The Last Name (2006), Arakawa Under the Bridge (2010) and 20th Century Boys 1: Beginning of the End (2008).",1,0,,16805343
2008,CD,YEAR_REGEX_1,TIME,time_reference,"She is known for acting in Death Note 2: The Last Name (2006), Arakawa Under the Bridge (2010) and 20th Century Boys 1: Beginning of the End (2008).",1,0,,16805343
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,She also portrayed Megumi Yokota as an adult (with Mayuko Fukuda who played the role of a younger Megumi Yokota) as one of at least thirteen Japanese citizens kidnapped by North Korea in the late 1970s and early 1980s in Saikai: Yokota Megumi-san no Negai.,1,1,,16805343
early 1980s,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,She also portrayed Megumi Yokota as an adult (with Mayuko Fukuda who played the role of a younger Megumi Yokota) as one of at least thirteen Japanese citizens kidnapped by North Korea in the late 1970s and early 1980s in Saikai: Yokota Megumi-san no Negai.,1,1,,16805343
2001,CD,YEAR_REGEX_1,TIME,time_reference,Between Calmness and Passion (2001),0,4,== Filmography == | === Films ===,16805343
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Death Note: The Last Name (2006), Kiyomi Takada",0,5,== Filmography == | === Films ===,16805343
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Calling You (2007), Ryo Harada",0,6,== Filmography == | === Films ===,16805343
20th Century,JJ NNP,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"20th Century Boys 1: Beginning of the End (2008), Mika Shikishima",0,7,== Filmography == | === Films ===,16805343
2008,CD,YEAR_REGEX_1,TIME,time_reference,"20th Century Boys 1: Beginning of the End (2008), Mika Shikishima",0,7,== Filmography == | === Films ===,16805343
20th Century,JJ NNP,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"20th Century Boys 2: The Last Hope (2009), Mika Shikishima",0,8,== Filmography == | === Films ===,16805343
2009,CD,YEAR_REGEX_1,TIME,time_reference,"20th Century Boys 2: The Last Hope (2009), Mika Shikishima",0,8,== Filmography == | === Films ===,16805343
20th Century,JJ NNP,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"20th Century Boys 3: Redemption (2009), Mika Shikishima",0,9,== Filmography == | === Films ===,16805343
2009,CD,YEAR_REGEX_1,TIME,time_reference,"20th Century Boys 3: Redemption (2009), Mika Shikishima",0,9,== Filmography == | === Films ===,16805343
2010,CD,YEAR_REGEX_1,TIME,time_reference,Trick The Movie: Psychic Battle Royale (2010),0,10,== Filmography == | === Films ===,16805343
2010,CD,YEAR_REGEX_1,TIME,time_reference,"Koko wa Choeki 4 nen de Dodesuka (2010), Prosecutor Mari Hasebe",1,11,== Filmography == | === Films ===,16805343
2011,CD,YEAR_REGEX_1,TIME,time_reference,"Gene Waltz (2011), Miki Tanaka",0,12,== Filmography == | === Films ===,16805343
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Arakawa Under the Bridge (2012), Maria",0,13,== Filmography == | === Films ===,16805343
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Ushijima the Loan Shark (2012), Chiaki Okubo",0,14,== Filmography == | === Films ===,16805343
2013,CD,YEAR_REGEX_1,TIME,time_reference,Hentai Kamen (2013),0,15,== Filmography == | === Films ===,16805343
2016,CD,YEAR_REGEX_1,TIME,time_reference,Hentai Kamen: Abnormal Crisis (2016),0,16,== Filmography == | === Films ===,16805343
Am,VBP,HALFDAY_REGEX_1,TIME,,"I Am a Hero (2016), Tekko",0,17,== Filmography == | === Films ===,16805343
2016,CD,YEAR_REGEX_1,TIME,time_reference,"I Am a Hero (2016), Tekko",0,17,== Filmography == | === Films ===,16805343
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Great Teacher Onizuka Special as Yamaguchi Rika (Fuji TV, 1999)",0,19,== Filmography == | === TV dramas ===,16805343
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Tengoku no Kissa (TV Asahi, 1999)",0,20,== Filmography == | === TV dramas ===,16805343
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Koori no Sekai (Fuji TV, 1999)",0,21,== Filmography == | === TV dramas ===,16805343
2000,CD,YEAR_REGEX_1,TIME,time_reference,"Hanamura Daisuke (Fuji TV, 2000, episode 7)",0,22,== Filmography == | === TV dramas ===,16805343
