time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"November 5 , 1941","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
1990,CD,YEAR_REGEX_1,TIME,time_reference,2,1
2008,CD,YEAR_REGEX_1,TIME,time_reference,3,1
the beginning of the twentieth century,DT NN IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 ORDINAL_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER MODIFIER NUMERAL TIME,time_reference,2,3
Dayton,NNP,TIME_UNIT_REGEX,TIME,time_reference,3,3
afternoons,NNS,DAY_TIME_REGEX,TIME,time_reference,2,4
1954,CD,YEAR_REGEX_1,TIME,time_reference,0,5
four hours,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,5
a 1998,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,2,5
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,2,5
of '55,IN NN,PREFIX_REGEX_1 YEAR_REGEX_2,MODIFIER TIME,time_reference,2,5
of the summer,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 SEASON_REGEX,MODIFIER MODIFIER TIME,time_reference,4,5
1956 and 1962,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,10,5
1957,CD,YEAR_REGEX_1,TIME,time_reference,12,5
1965,CD,YEAR_REGEX_1,TIME,time_reference,19,5
1967,CD,YEAR_REGEX_1,TIME,time_reference,19,5
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,8
Wednesday Morning,NNP NNP,WEEK_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,1,8
3 A.M.,CD NNP,DIGIT_REGEX_1 HALFDAY_REGEX_1,NUMERAL TIME,,1,8
October 1964,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,8
The next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,3,8
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,9
of Wednesday Morning,IN NNP NNP,PREFIX_REGEX_1 WEEK_REGEX DAY_TIME_REGEX,MODIFIER TIME TIME,time_reference,0,9
3 A.M.,CD NNP,DIGIT_REGEX_1 HALFDAY_REGEX_1,NUMERAL TIME,,0,9
of the 1967,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,10
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,0,11
of 1968,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,11
May,NNP,MONTH_REGEX,TIME,time_reference,1,11
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,13
1975,CD,YEAR_REGEX_1,TIME,time_reference,2,13
These Years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,13
1981,CD,YEAR_REGEX_1,TIME,time_reference,5,13
1990,CD,YEAR_REGEX_1,TIME,time_reference,6,13
2003,CD,YEAR_REGEX_1,TIME,time_reference,7,13
2004,CD,YEAR_REGEX_1,TIME,time_reference,8,13
1970–1975,CD,YEAR_REGEX_1,TIME,time_reference,1,14
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,15
late 1971,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,15
early 1972,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,15
late 1972,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,15
1973,CD,YEAR_REGEX_1,TIME,time_reference,3,15
1974,CD,YEAR_REGEX_1,TIME,time_reference,5,15
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,16
the 1975,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,16
a 1934,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,1,16
1976–1979,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,18
December 1976 to September 1977,NNP CD TO NNP CD,MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX YEAR_REGEX_1,TIME TIME MODIFIER TIME TIME,time_reference,1,18
the 1977,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,19
January 1978,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,19
1978,CD,YEAR_REGEX_1,TIME,time_reference,5,19
of the 1970s,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,20
the 1979,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,20
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,21
June 1979,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,21
three months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,21
March,NNP,MONTH_REGEX,TIME,time_reference,0,21
1980–1995,CD,YEAR_REGEX_1,TIME,time_reference,1,22
The 1981,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,23
1984,CD,YEAR_REGEX_1,TIME,time_reference,2,24
1986,CD,YEAR_REGEX_1,TIME,time_reference,4,24
1984,CD,YEAR_REGEX_1,TIME,time_reference,0,25
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,1,26
of 1985,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,26
September 1988,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,26
1988,CD,YEAR_REGEX_1,TIME,time_reference,2,26
The Moment,DT NN,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,2,26
1996–2006,CD,YEAR_REGEX_1,TIME,time_reference,1,27
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,28
the 1991,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,28
a 1998,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,1,28
of the 1997,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,2,28
2003,CD,YEAR_REGEX_1,TIME,time_reference,0,29
2003,CD,YEAR_REGEX_1,TIME,time_reference,0,30
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,30
year,NN,TIME_UNIT_REGEX,TIME,time_reference,1,30
1984,CD,YEAR_REGEX_1,TIME,time_reference,1,30
2006,CD,YEAR_REGEX_1,TIME,time_reference,0,31
Evening,NNP,DAY_TIME_REGEX,TIME,time_reference,0,31
"January 30 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,31
2008–present,CD,YEAR_REGEX_1,TIME,time_reference,0,32
2009,CD,YEAR_REGEX_1,TIME,time_reference,0,33
2009,CD,YEAR_REGEX_1,TIME,time_reference,0,34
"February 13 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,34
seven months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,34
"April 2 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,35
summer 2009,NN CD,SEASON_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,35
late October,JJ NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,1,35
Springsteen,NNP,SEASON_REGEX,TIME,time_reference,2,35
January 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,35
March 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,35
April 24,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,6,35
the 2010,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,35
several years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,9,35
Several months,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,10,35
June 10,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,10,35
June 17,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,11,35
previously,RB,TIMELINE_REGEX,TIME,time_reference,11,35
July 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,11,35
November 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,12,35
2011,CD,YEAR_REGEX_1,TIME,time_reference,12,35
August 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,13,35
August and December 2012,NNP CC NNP CD,MONTH_REGEX LINKAGE_REGEX MONTH_REGEX YEAR_REGEX_1,TIME MODIFIER TIME TIME,time_reference,14,35
Night,NNP,DAY_TIME_REGEX,TIME,time_reference,16,35
"September 28 and 29 , 2012","NNP CD CC CD , CD",MONTH_REGEX DIGIT_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER NUMERAL MODIFIER TIME,time_reference,16,35
the last minute,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,16,35
February 2013,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,17,35
2014,CD,YEAR_REGEX_1,TIME,time_reference,18,35
"the September 30 , 2015","DT NNP CD , CD",PREFIX_REGEX_1 MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,36
of The Tonight,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER MODIFIER TIME,time_reference,0,36
Fallon,NNP,SEASON_REGEX,TIME,time_reference,0,36
2016,CD,YEAR_REGEX_1,TIME,time_reference,0,37
"September 26 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,38
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1981,CD,YEAR_REGEX_1,TIME,time_reference,2,40
1981–1982,CD,YEAR_REGEX_1,TIME,time_reference,2,40
1989,CD,YEAR_REGEX_1,TIME,time_reference,4,40
1968,CD,YEAR_REGEX_1,TIME,time_reference,6,40
Currently,RB,TIMELINE_REGEX,TIME,time_reference,7,40
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,42
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,42
1972,CD,YEAR_REGEX_1,TIME,time_reference,1,42
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,43
1986,CD,YEAR_REGEX_1,TIME,time_reference,0,44
1993,CD,YEAR_REGEX_1,TIME,time_reference,1,44
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,45
late fifties,JJ NNS,PREFIX_REGEX_1 DECADE_REGEX,MODIFIER TIME,time_reference,1,47
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,1,47
around 2010,RB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,47
1944,CD,YEAR_REGEX_1,TIME,time_reference,0,49
"October 1 , 1972","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,49
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,49
March 1974,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,49
1979,CD,YEAR_REGEX_1,TIME,time_reference,2,49
late 1985,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,49
1958,CD,YEAR_REGEX_1,TIME,time_reference,3,49
"September 18 , 1988","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,49
"December 15 , 1990","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,49
"October 5 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,49
the early 1980s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,7,49
of weeks,IN NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,7,49
1983 to 1997,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,8,49
May 1998,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,9,49
2015,CD,YEAR_REGEX_1,TIME,time_reference,9,49
One day,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,12,49
Decades,NNS,TIME_UNIT_REGEX,TIME,time_reference,15,49
early 2004,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,50
August 2005,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,50
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,52
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,54
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,54
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,55
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,56
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,56
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,57
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,57
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,58
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,59
1952–77,CD,YEAR_REGEX_1,TIME,time_reference,0,59
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,60
2015,CD,YEAR_REGEX_1,TIME,time_reference,0,61
"The First 5,000 Years",DT JJ CD NNS,PREFIX_REGEX_1 ORDINAL_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL NUMERAL TIME,time_reference,1,63
1982,CD,YEAR_REGEX_1,TIME,time_reference,1,63
May,NNP,MONTH_REGEX,TIME,time_reference,0,64
1992,CD,YEAR_REGEX_1,TIME,time_reference,0,64
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,65
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,67
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,68
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,69
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,70
1981,CD,YEAR_REGEX_1,TIME,time_reference,0,71
Christmas,NNP,HOLIDAY_REGEX,TIME,time_reference,0,72
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,72
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,73
1997,CD,YEAR_REGEX_1,TIME,time_reference,0,74
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,75
Evening,NNP,DAY_TIME_REGEX,TIME,time_reference,0,76
2007,CD,YEAR_REGEX_1,TIME,time_reference,0,76
