time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"November 9 , 1941 – September 6 , 1990","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1993,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1959,CD,YEAR_REGEX_1,TIME,time_reference,3,2
1961 and 1962,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,5,2
1960s,CD,YEAR_REGEX_1,TIME,time_reference,6,2
1968,CD,YEAR_REGEX_1,TIME,time_reference,7,2
the few years,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,8,2
early 1971,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,9,2
1971,CD,YEAR_REGEX_1,TIME,time_reference,12,2
the 1974,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,14,2
of 1974,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,3
of the 1970s and 1980s,IN DT CD CC CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER MODIFIER TIME MODIFIER TIME,time_reference,0,4
the October 1980,DT NNP CD,PREFIX_REGEX_1 MONTH_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,2,5
a decade,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,5
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,5
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,7
"September 6 , 1990","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,7
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1981,CD,YEAR_REGEX_1,TIME,time_reference,0,14
1992,CD,YEAR_REGEX_1,TIME,time_reference,1,15
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,16
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,16
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,17
1984,CD,YEAR_REGEX_1,TIME,time_reference,0,18
2007,CD,YEAR_REGEX_1,TIME,time_reference,0,21
