time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
5 May 1911 – 27 February 1986,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
of the 20th century,IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,1,0
1848–1896,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1942,CD,YEAR_REGEX_1,TIME,time_reference,0,3
year,NN,TIME_UNIT_REGEX,TIME,time_reference,0,3
1957 or 1958,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,4
7:00 pm,CD NN,DIGIT_REGEX_1 HALFDAY_REGEX_1,NUMERAL TIME,,1,4
Thursday 27 February 1986,NNP CD NNP CD,WEEK_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,TIME NUMERAL TIME TIME,time_reference,1,4
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,7
