time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"July 20 , 1941 – June 27 , 1992","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Charles Lacy Tyler (July 20, 1941 – June 27, 1992) was an American jazz saxophonist.",0,0,,24735834
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Tyler was born in Cadiz, Kentucky, United States, and spent his childhood years in Indianapolis.",0,2,== Biography ==,24735834
the summers,DT NNS,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"During the summers, he visited Chicago, Illinois, New York City and Cleveland, Ohio, where he met the young tenor saxophonist Albert Ayler at age 14.",2,2,== Biography ==,24735834
1957–1959,CD,YEAR_REGEX_1,TIME,time_reference,"After serving in the army from 1957–1959, Tyler relocated to Cleveland in 1960 and began playing with Ayler, commuting between New York and Cleveland.",3,2,== Biography ==,24735834
1960,CD,YEAR_REGEX_1,TIME,time_reference,"After serving in the army from 1957–1959, Tyler relocated to Cleveland in 1960 and began playing with Ayler, commuting between New York and Cleveland.",3,2,== Biography ==,24735834
1965,CD,YEAR_REGEX_1,TIME,time_reference,"In 1965, Tyler recorded Bells and Spirits Rejoice with Ayler's group.",5,2,== Biography ==,24735834
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,He recorded his first album as leader the following year for ESP-Disk.,6,2,== Biography ==,24735834
1967 and 1968,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He returned to Indianapolis to study with David Baker at Indiana University between 1967 and 1968, recording a second album for ESP, Eastern Man Alone.",7,2,== Biography ==,24735834
Eastern,NNP,HOLIDAY_REGEX,TIME,time_reference,"He returned to Indianapolis to study with David Baker at Indiana University between 1967 and 1968, recording a second album for ESP, Eastern Man Alone.",7,2,== Biography ==,24735834
1968,CD,YEAR_REGEX_1,TIME,time_reference,"In 1968, he transferred to the University of California, Berkeley to study and teach.",8,2,== Biography ==,24735834
1974,CD,YEAR_REGEX_1,TIME,time_reference,"He moved back to New York in 1974, leading his own groups with Blythe, trumpeter Earl Cross, drummer Steve Reid and others, recording the album Voyage from Jericho on Tyler's own Akba label.",10,2,== Biography ==,24735834
1975,CD,YEAR_REGEX_1,TIME,time_reference,"In 1975, Tyler enrolled at Columbia University and made an extensive tour of Scandinavia, releasing his second Akba album Live in Europe.",11,2,== Biography ==,24735834
1976,CD,YEAR_REGEX_1,TIME,time_reference,"In 1976, he performed the piece ""Saga of the Outlaws"" at Sam Rivers's Studio Rivbea, released two years later on Nessa Records.",12,2,== Biography ==,24735834
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In 1976, he performed the piece ""Saga of the Outlaws"" at Sam Rivers's Studio Rivbea, released two years later on Nessa Records.",12,2,== Biography ==,24735834
