time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
Present,NNP,TIMELINE_REGEX,TIME,time_reference,"Girlicious was an American girl group originally formed by Robin Antin, creator of the Pussycat Dolls, from The CW reality TV show Pussycat Dolls Present: Girlicious.",0,0,,22112805
August 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Their self-titled debut album was released in Canada in August 2008 and reached number two on the Canadian Albums Chart.,2,0,,22112805
June 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"After Anderson left the group in June 2009, Girlicious signed with Universal Music Canada and released their second studio album, Rebuilt, in November 2010.",3,0,,22112805
November 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"After Anderson left the group in June 2009, Girlicious signed with Universal Music Canada and released their second studio album, Rebuilt, in November 2010.",3,0,,22112805
February 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Mejia and Sayers departed the group in February 2011.,4,0,,22112805
2007–2009,CD,YEAR_REGEX_1,TIME,time_reference,2007–2009:,1,2,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
Present,NNP,TIMELINE_REGEX,TIME,time_reference,Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,2,2,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
Present,NNP,TIMELINE_REGEX,TIME,time_reference,"Following the airing of first season of the show Pussycat Dolls Present, Robin Antin sought to create a new girl group called Girlicious, as well as a second season of the show entitled Pussycat Dolls Present: Girlicious.",0,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
Present,NNP,TIMELINE_REGEX,TIME,time_reference,"Following the airing of first season of the show Pussycat Dolls Present, Robin Antin sought to create a new girl group called Girlicious, as well as a second season of the show entitled Pussycat Dolls Present: Girlicious.",0,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,The show began production in the summer of 2007 with 15 finalists being chosen.,1,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
of 2007,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,The show began production in the summer of 2007 with 15 finalists being chosen.,1,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"The four chosen members, Nichole Cordova, Tiffanie Anderson, Natalie Meija, and Chrystina Sayers began recording their debut album in the fall of 2007, while the show was being edited and prepared for airing on The CW network.",4,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
of 2007,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"The four chosen members, Nichole Cordova, Tiffanie Anderson, Natalie Meija, and Chrystina Sayers began recording their debut album in the fall of 2007, while the show was being edited and prepared for airing on The CW network.",4,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The group was nominated at the Teen Choice Awards for ""Breakout Group"" of the year, and Pussycat Dolls Present: Girlicious was nominated for ""Reality: Music Competition"" in 2008.",7,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
Present,NNP,TIMELINE_REGEX,TIME,time_reference,"The group was nominated at the Teen Choice Awards for ""Breakout Group"" of the year, and Pussycat Dolls Present: Girlicious was nominated for ""Reality: Music Competition"" in 2008.",7,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
2008,CD,YEAR_REGEX_1,TIME,time_reference,"The group was nominated at the Teen Choice Awards for ""Breakout Group"" of the year, and Pussycat Dolls Present: Girlicious was nominated for ""Reality: Music Competition"" in 2008.",7,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
"June 11 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"It was confirmed on June 11, 2009, via a YouTube video upload from Tiffanie Anderson's official YouTube channel, that she was no longer a member of Girlicious.",8,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
"Sunday , June 21 , 2009","NNP , NNP CD , CD",WEEK_REGEX COMMA_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"On Sunday, June 21, 2009.",11,3,== History == | === 2007–2009: Formation on Pussycat Dolls Present: Girlicious and Girlicious ===,22112805
