time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,"Eimear Noone (born in Kilconnell, County Galway) is an Irish conductor and composer, best known for her award-winning work on video game music.",0,0,,53423072
Noone,NN,DAY_TIME_REGEX,TIME,time_reference,"Noone was the first woman to conduct at the Oscars on 9 February 2020, leading the orchestra in excerpts from the five nominated film scores.",2,0,,53423072
9 February 2020,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Noone was the first woman to conduct at the Oscars on 9 February 2020, leading the orchestra in excerpts from the five nominated film scores.",2,0,,53423072
Noone,NN,DAY_TIME_REGEX,TIME,time_reference,"Noone was also the first woman to conduct at the National Concert Hall in Dublin, Ireland.",3,0,,53423072
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,A documentary about the life of Eimear Noone is currently in production by Krenshaw Films.,4,0,,53423072
currently,RB,TIMELINE_REGEX,TIME,time_reference,A documentary about the life of Eimear Noone is currently in production by Krenshaw Films.,4,0,,53423072
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,"Originally from Kilconnell, Noone is a graduate of Trinity College, Dublin who has taught conducting for UCLA Extension, Columbia College Chicago, the Society of Composers and Lyricists, and the LA Conducting Salon at the LA Ballet School.",0,2,== Early life ==,53423072
Noone,NN,DAY_TIME_REGEX,TIME,time_reference,"Noone's composing and conducting work includes 26 film and video game titles, including notable Blizzard Entertainment titles Overwatch (2016), Hearthstone (2014), Diablo III (2012), Starcraft II: Wings of Liberty (2010), and World of Warcraft (2004) and its expansions., as well as The Legend of Zelda 25th Anniversary Special Orchestra CD included with The Legend of Zelda: Skyward Sword and the following Symphony of the Goddesses Tour.",0,4,== Work ==,53423072
2016,CD,YEAR_REGEX_1,TIME,time_reference,"Noone's composing and conducting work includes 26 film and video game titles, including notable Blizzard Entertainment titles Overwatch (2016), Hearthstone (2014), Diablo III (2012), Starcraft II: Wings of Liberty (2010), and World of Warcraft (2004) and its expansions., as well as The Legend of Zelda 25th Anniversary Special Orchestra CD included with The Legend of Zelda: Skyward Sword and the following Symphony of the Goddesses Tour.",0,4,== Work ==,53423072
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Noone's composing and conducting work includes 26 film and video game titles, including notable Blizzard Entertainment titles Overwatch (2016), Hearthstone (2014), Diablo III (2012), Starcraft II: Wings of Liberty (2010), and World of Warcraft (2004) and its expansions., as well as The Legend of Zelda 25th Anniversary Special Orchestra CD included with The Legend of Zelda: Skyward Sword and the following Symphony of the Goddesses Tour.",0,4,== Work ==,53423072
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Noone's composing and conducting work includes 26 film and video game titles, including notable Blizzard Entertainment titles Overwatch (2016), Hearthstone (2014), Diablo III (2012), Starcraft II: Wings of Liberty (2010), and World of Warcraft (2004) and its expansions., as well as The Legend of Zelda 25th Anniversary Special Orchestra CD included with The Legend of Zelda: Skyward Sword and the following Symphony of the Goddesses Tour.",0,4,== Work ==,53423072
2010,CD,YEAR_REGEX_1,TIME,time_reference,"Noone's composing and conducting work includes 26 film and video game titles, including notable Blizzard Entertainment titles Overwatch (2016), Hearthstone (2014), Diablo III (2012), Starcraft II: Wings of Liberty (2010), and World of Warcraft (2004) and its expansions., as well as The Legend of Zelda 25th Anniversary Special Orchestra CD included with The Legend of Zelda: Skyward Sword and the following Symphony of the Goddesses Tour.",0,4,== Work ==,53423072
2004,CD,YEAR_REGEX_1,TIME,time_reference,"Noone's composing and conducting work includes 26 film and video game titles, including notable Blizzard Entertainment titles Overwatch (2016), Hearthstone (2014), Diablo III (2012), Starcraft II: Wings of Liberty (2010), and World of Warcraft (2004) and its expansions., as well as The Legend of Zelda 25th Anniversary Special Orchestra CD included with The Legend of Zelda: Skyward Sword and the following Symphony of the Goddesses Tour.",0,4,== Work ==,53423072
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,"As a part of the 25th Anniversary celebration of the Legend of Zelda Series, Eímear Noone's conducting was filmed as the first three-dimensional footage of a symphony orchestra for the Nintendo 3DS.",1,4,== Work ==,53423072
Noone,NN,DAY_TIME_REGEX,TIME,time_reference,"Noone has helped bring to life BASE Hologram's new show, The Maria Callas Hologram Tour.",2,4,== Work ==,53423072
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,"Featuring conducting by Eimear Noone and a hologram of the iconic soprano and live, synced, classical music to match the singers performance.",3,4,== Work ==,53423072
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016 she worked with Tommy Tallarico, conducting the Video Games Live European Tour.",4,4,== Work ==,53423072
2019,CD,YEAR_REGEX_1,TIME,time_reference,"In 2019 she took over from Jessica Curry as the presenter of the Classic FM show High Score, which features orchestral arrangements of video games music.",5,4,== Work ==,53423072
the presenter,DT NN,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,"In 2019 she took over from Jessica Curry as the presenter of the Classic FM show High Score, which features orchestral arrangements of video games music.",5,4,== Work ==,53423072
2020,CD,YEAR_REGEX_1,TIME,time_reference,"In 2020, she became the first female conductor to ever perform at the Academy Awards.",6,4,== Work ==,53423072
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,"Eímear Noone's score for ""World of WarCraft: Warlords of Draenor"" received the ""Hollywood Music in Media Award"" in 2014 for ""Best Video Game Score"", and was nominated for five ""Annual game Music Awards 2014"".",0,6,== Awards and nominations ==,53423072
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Eímear Noone's score for ""World of WarCraft: Warlords of Draenor"" received the ""Hollywood Music in Media Award"" in 2014 for ""Best Video Game Score"", and was nominated for five ""Annual game Music Awards 2014"".",0,6,== Awards and nominations ==,53423072
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Eímear Noone's score for ""World of WarCraft: Warlords of Draenor"" received the ""Hollywood Music in Media Award"" in 2014 for ""Best Video Game Score"", and was nominated for five ""Annual game Music Awards 2014"".",0,6,== Awards and nominations ==,53423072
2017,CD,YEAR_REGEX_1,TIME,time_reference,CONAN THE BARBARIAN - 2017 Concert (Live) -,0,9,== External links ==,53423072
Noon,NN,DAY_TIME_REGEX,TIME,time_reference,Eimear Noon,1,9,== External links ==,53423072
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,"Malach Angel Messenger, for World of Warcraft, Warlords of Draenor By Eimear Noone Featuring Malukah and a cast of thousands.",0,10,== External links ==,53423072
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,"""Skyrim"" conducted by Eimear Noone, Monterrey, Mexico, 5 April 2014",0,11,== External links ==,53423072
5 April 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"""Skyrim"" conducted by Eimear Noone, Monterrey, Mexico, 5 April 2014",0,11,== External links ==,53423072
Noone,NNP,DAY_TIME_REGEX,TIME,time_reference,Eimear Noone Conducts the Danish National Symphony -,0,12,== External links ==,53423072
