time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"November 10 , 1945","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Donna Fargo (born Yvonne Vaughn on November 10, 1945) is an American country singer-songwriter known for a series of Top 10 country hits in the 1970s.",0,0,,1760956
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Donna Fargo (born Yvonne Vaughn on November 10, 1945) is an American country singer-songwriter known for a series of Top 10 country hits in the 1970s.",0,0,,1760956
1972,CD,YEAR_REGEX_1,TIME,time_reference,"These include ""The Happiest Girl in the Whole USA"" (1972) and ""Funny Face (1972),"" both of which became crossover pop hits.",1,0,,1760956
1972,CD,YEAR_REGEX_1,TIME,time_reference,"These include ""The Happiest Girl in the Whole USA"" (1972) and ""Funny Face (1972),"" both of which became crossover pop hits.",1,0,,1760956
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Fargo has won major awards since her debut in the late 1960s, including one Grammy Award, five awards from the Academy of Country Music and one award from the Country Music Association.",2,0,,1760956
"November 10 , 1945","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Fargo was born ""Yvonne Vaughn"" on November 10, 1945, in Mount Airy, North Carolina.",0,3,== Biography == | === Early life ===,1760956
early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"She sang from her early years, but never thought about singing professionally.",1,3,== Biography == | === Early life ===,1760956
1968,CD,YEAR_REGEX_1,TIME,time_reference,"She met Stan Silver, who became her manager and, in 1968, her husband.",5,3,== Biography == | === Early life ===,1760956
1966,CD,YEAR_REGEX_1,TIME,time_reference,"She went to Phoenix in 1966, adopted the name Donna Fargo, and recorded her second single (her first had been cut under her real name).",1,5,== Biography == | === Career discovery ===,1760956
the early 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Fargo recorded for a few small labels in the early 1960s, including Ramco and Challenge, but songs like ""Who's Been Sleeping on My Side of the Bed"" were not successful.",3,5,== Biography == | === Career discovery ===,1760956
1969,CD,YEAR_REGEX_1,TIME,time_reference,"Although her original singles were not successful, the Academy of Country Music Awards named her the ""Top New Female Vocalist"" in 1969.",4,5,== Biography == | === Career discovery ===,1760956
1972,CD,YEAR_REGEX_1,TIME,time_reference,"In 1972, Fargo recorded a single for the Decca label before achieving her breakthrough that year.",5,5,== Biography == | === Career discovery ===,1760956
that year,IN NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"In 1972, Fargo recorded a single for the Decca label before achieving her breakthrough that year.",5,5,== Biography == | === Career discovery ===,1760956
1972,CD,YEAR_REGEX_1,TIME,time_reference,"In 1972, one of Fargo's self-penned songs, ""The Happiest Girl in the Whole USA"" was picked up by Dot Records.",0,7,== Music career ==,1760956
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"Fargo was then signed to the label, and the single was released the same year.",1,7,== Music career ==,1760956
1972,CD,YEAR_REGEX_1,TIME,time_reference,"She was one of the few female country singers to write her own material at the time, and one of the few country singers to cross over to the Billboard Hot 100 pop chart in a big way, which she did in 1972 with ""The Happiest Girl in the Whole U.S.A."" (number 11).",2,7,== Music career ==,1760956
early 1973,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"The album was certified gold by the RIAA in early 1973, selling over 500,000 copies.",5,7,== Music career ==,1760956
the end of the year,DT NN IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,Both singles were certified gold by the end of the year.,7,7,== Music career ==,1760956
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Fargo never made the Top 40 in pop music again, but she placed over a dozen more singles in the country Top Ten in the 1970s, most written by herself.",8,7,== Music career ==,1760956
1973,CD,YEAR_REGEX_1,TIME,time_reference,"Fargo's second album, My Second Album, was released in 1973, peaking at No. 1 on the Top Country Albums chart, as well as spawning the No. 1 country singles, ""Superman"" and ""You Were Always There.""",9,7,== Music career ==,1760956
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"That same year, Fargo's All About Feeling, her third album, was released.",11,7,== Music career ==,1760956
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"The same year, the Grammy Awards gave Fargo the Best Female Country Vocal Performance award for ""The Happiest Girl in the Whole USA.""",13,7,== Music career ==,1760956
of the 1970s,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Fargo ultimately became the fifth most successful female country artist of the 1970s, according to Billboard Magazine, behind Loretta Lynn, Dolly Parton, Tammy Wynette, and Lynn Anderson.",0,8,== Music career ==,1760956
1974,CD,YEAR_REGEX_1,TIME,time_reference,"Fargo had another successful album with Dot in 1974, releasing Miss Donna Fargo, which spawned three Top 10 hits, including ""You Can't Be a Beacon If Your Light Don't Shine.""",0,10,== Music career ==,1760956
1975,CD,YEAR_REGEX_1,TIME,time_reference,"In 1975, she released Whatever I Say Means I Love You (ABC/MCA), her fifth and final album for the DOT label, that included ""What Will the New Year Bring?"".",2,10,== Music career ==,1760956
Year,NNP,TIME_UNIT_REGEX,TIME,time_reference,"In 1975, she released Whatever I Say Means I Love You (ABC/MCA), her fifth and final album for the DOT label, that included ""What Will the New Year Bring?"".",2,10,== Music career ==,1760956
1976,CD,YEAR_REGEX_1,TIME,time_reference,"Dot Records was acquired by ABC and there was a noticeable drop-off in chart placings for Fargo, and in 1976, she moved to Warner Bros. Records.",0,11,== Music career ==,1760956
The next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The next year her next album, Fargo Country was released.",1,12,== Music career ==,1760956
1974,CD,YEAR_REGEX_1,TIME,time_reference,"The album spawned her first No. 1 Country hit since 1974, ""That Was Yesterday,"" followed by another Top 10 Country hit, ""Mockingbird Hill,"" which peaked at No. 9 on the Billboard Country Chart in 1977.",2,12,== Music career ==,1760956
Yesterday,NN,TIMELINE_REGEX,TIME,time_reference,"The album spawned her first No. 1 Country hit since 1974, ""That Was Yesterday,"" followed by another Top 10 Country hit, ""Mockingbird Hill,"" which peaked at No. 9 on the Billboard Country Chart in 1977.",2,12,== Music career ==,1760956
1977,CD,YEAR_REGEX_1,TIME,time_reference,"The album spawned her first No. 1 Country hit since 1974, ""That Was Yesterday,"" followed by another Top 10 Country hit, ""Mockingbird Hill,"" which peaked at No. 9 on the Billboard Country Chart in 1977.",2,12,== Music career ==,1760956
1978,CD,YEAR_REGEX_1,TIME,time_reference,"Fargo's 1978 album, Shame on Me also yielded two Top 10 hits, the title track and ""Do I Love You (Yes in Every Way),"" which peaked at No. 2.",3,12,== Music career ==,1760956
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Additionally, almost everything Fargo recorded for years was self-penned, although by the latter half of the 1970s she was also recording covers of songs from writers as diverse as Stonewall Jackson, Vaughn Horton, Bill Enis and Lawton Williams, Paul Anka, and Barry Mann and Cynthia Weil; those covers also became successful hits for Fargo.",1,13,== Music career ==,1760956
the latter half of the 1970s,DT JJ NN IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,"Additionally, almost everything Fargo recorded for years was self-penned, although by the latter half of the 1970s she was also recording covers of songs from writers as diverse as Stonewall Jackson, Vaughn Horton, Bill Enis and Lawton Williams, Paul Anka, and Barry Mann and Cynthia Weil; those covers also became successful hits for Fargo.",1,13,== Music career ==,1760956
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Fargo had her own musical television show (produced by the Osmond Brothers), which ran for a year, beginning in 1978.",0,14,== Music career ==,1760956
1978,CD,YEAR_REGEX_1,TIME,time_reference,"Fargo had her own musical television show (produced by the Osmond Brothers), which ran for a year, beginning in 1978.",0,14,== Music career ==,1760956
1968,CD,YEAR_REGEX_1,TIME,time_reference,"Kitty Wells was the first, in 1968.",1,15,== Music career ==,1760956
1979,CD,YEAR_REGEX_1,TIME,time_reference,1979: multiple sclerosis ===,1,16,== Music career == | === 1979: multiple sclerosis ===,1760956
1978,CD,YEAR_REGEX_1,TIME,time_reference,"In 1978, Fargo was diagnosed with multiple sclerosis.",0,17,== Music career == | === 1979: multiple sclerosis ===,1760956
1979,CD,YEAR_REGEX_1,TIME,time_reference,"She experienced a brief illness, but with medical treatment and her husband's help, Fargo made it back to excellent health, returning to a more limited schedule in 1979 and another Top 10 hit.",1,17,== Music career == | === 1979: multiple sclerosis ===,1760956
the next few years,DT JJ JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,"For the next few years, the successes came at a lower level.",2,17,== Music career == | === 1979: multiple sclerosis ===,1760956
1979,CD,YEAR_REGEX_1,TIME,time_reference,"In 1979, she recorded a new album, Just for You, from which the biggest hit was the No. 14 hit ""Daddy,"" a new version of a song that Fargo had recorded in 1969.",1,18,== Music career == | === 1979: multiple sclerosis ===,1760956
1969,CD,YEAR_REGEX_1,TIME,time_reference,"In 1979, she recorded a new album, Just for You, from which the biggest hit was the No. 14 hit ""Daddy,"" a new version of a song that Fargo had recorded in 1969.",1,18,== Music career == | === 1979: multiple sclerosis ===,1760956
1980 – present,CD JJ NN,YEAR_REGEX_1 LINKAGE_REGEX TIMELINE_REGEX,TIME MODIFIER TIME,,1980 – present: current music career =,1,19,== Music career == | === 1980 – present: current music career ===,1760956
1980,CD,YEAR_REGEX_1,TIME,time_reference,Fargo released one more album with Warner Bros. in 1980 before switching to the smaller Songbird label in 1981.,0,20,== Music career == | === 1980 – present: current music career ===,1760956
1981,CD,YEAR_REGEX_1,TIME,time_reference,Fargo released one more album with Warner Bros. in 1980 before switching to the smaller Songbird label in 1981.,0,20,== Music career == | === 1980 – present: current music career ===,1760956
1981,CD,YEAR_REGEX_1,TIME,time_reference,"She recorded a well-received gospel album in 1981 for MCA/Songbird, and in 1982, she moved to RCA.",1,20,== Music career == | === 1980 – present: current music career ===,1760956
1982,CD,YEAR_REGEX_1,TIME,time_reference,"She recorded a well-received gospel album in 1981 for MCA/Songbird, and in 1982, she moved to RCA.",1,20,== Music career == | === 1980 – present: current music career ===,1760956
1983 and 1984,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Fargo singles charted off RCA in 1983 and 1984, and she recorded one album for the label in 1983.",0,21,== Music career == | === 1980 – present: current music career ===,1760956
1983,CD,YEAR_REGEX_1,TIME,time_reference,"Fargo singles charted off RCA in 1983 and 1984, and she recorded one album for the label in 1983.",0,21,== Music career == | === 1980 – present: current music career ===,1760956
1983,CD,YEAR_REGEX_1,TIME,time_reference,"She recorded a single for Columbia in 1983, and for Cleveland records in 1984.",1,21,== Music career == | === 1980 – present: current music career ===,1760956
1984,CD,YEAR_REGEX_1,TIME,time_reference,"She recorded a single for Columbia in 1983, and for Cleveland records in 1984.",1,21,== Music career == | === 1980 – present: current music career ===,1760956
now,RB,TIMELINE_REGEX,TIME,time_reference,"By now, Fargo's career had begun to decline in terms of album sales and chart placements.",2,21,== Music career == | === 1980 – present: current music career ===,1760956
1987,CD,YEAR_REGEX_1,TIME,time_reference,"The song became a Top 25 country hit in 1987, peaking at No. 23.",2,23,== Music career == | === 1980 – present: current music career ===,1760956
1991,CD,YEAR_REGEX_1,TIME,time_reference,"In 1991, she released the song ""Soldier Boy,"" a reference to the Gulf War which was going on at the time.",3,23,== Music career == | === 1980 – present: current music career ===,1760956
several years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"After several years without a full-length recording, in 1992, Fargo began work on her autobiography.",0,24,== Music career == | === 1980 – present: current music career ===,1760956
1992,CD,YEAR_REGEX_1,TIME,time_reference,"After several years without a full-length recording, in 1992, Fargo began work on her autobiography.",0,24,== Music career == | === 1980 – present: current music career ===,1760956
2008,CD,YEAR_REGEX_1,TIME,time_reference,"In 2008, Fargo released a new single CD, ""We Can Do Better in America.""",0,25,== Music career == | === 1980 – present: current music career ===,1760956
"June 25 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On June 25, 2019, The New York Times Magazine listed Donna Fargo among hundreds of artists whose material was reportedly destroyed in the 2008 Universal fire.",0,26,== Music career == | === 1980 – present: current music career ===,1760956
the 2008,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"On June 25, 2019, The New York Times Magazine listed Donna Fargo among hundreds of artists whose material was reportedly destroyed in the 2008 Universal fire.",0,26,== Music career == | === 1980 – present: current music career ===,1760956
March 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"She released her fourth book in March 2010, entitled I Thanked God For You Today.",2,28,== Writing career ==,1760956
Previously,RB,TIMELINE_REGEX,TIME,time_reference,"Previously, Fargo had released another series of poetry books, including Trust in Yourself, To the Love of My Life, and Ten Golden Rules.",0,29,== Writing career ==,1760956
1972,CD,YEAR_REGEX_1,TIME,time_reference,Country Music Association – 1972 – Female Vocalist of the Year,0,32,== Awards ==,1760956
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,Country Music Association – 1972 – Female Vocalist of the Year,0,32,== Awards ==,1760956
1972,CD,YEAR_REGEX_1,TIME,time_reference,"Country Music Association – 1972 – Song of the Year ""The Happiest Girl in the Whole USA""",0,33,== Awards ==,1760956
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Country Music Association – 1972 – Song of the Year ""The Happiest Girl in the Whole USA""",0,33,== Awards ==,1760956
1973,CD,YEAR_REGEX_1,TIME,time_reference,"Grammy Awards – 1973 – Best Country Song – ""The Happiest Girl in the Whole USA""",0,34,== Awards ==,1760956
1973,CD,YEAR_REGEX_1,TIME,time_reference,"Grammy Awards – 1973 – Best Country Song – ""Funny Face""",0,35,== Awards ==,1760956
1973,CD,YEAR_REGEX_1,TIME,time_reference,Country Music Association – 1973 – Female Vocalist of the Year,0,36,== Awards ==,1760956
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,Country Music Association – 1973 – Female Vocalist of the Year,0,36,== Awards ==,1760956
2010,CD,YEAR_REGEX_1,TIME,time_reference,Fargo was inducted into the North Carolina Music Hall of Fame in 2010.,0,37,== Awards ==,1760956
