time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
26 July 1964,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Bengt Tommy Andersson (born 26 July 1964 in Borås, Sweden) is a Swedish conductor and composer.",0,0,,47978328
2003-2009,CD,YEAR_REGEX_1,TIME,time_reference,"From 2003-2009 he was Professor of Orchestral Playing at Gothenburg University, and since 2012 he is Professor of Orchestral Conducting an Royal College of Music, Stockholm, Sweden.",2,1,,47978328
2012,CD,YEAR_REGEX_1,TIME,time_reference,"From 2003-2009 he was Professor of Orchestral Playing at Gothenburg University, and since 2012 he is Professor of Orchestral Conducting an Royal College of Music, Stockholm, Sweden.",2,1,,47978328
11 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,He has also composed music since he was 11 years old.,0,2,,47978328
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"He studied composition with Sven-Eric Johanson, Hans Eklund, and Sven-David Sandström in the 1980s.",1,2,,47978328
1995,CD,YEAR_REGEX_1,TIME,time_reference,Since 1995 his music has become more and more in demand and he is continuously composing music.,2,2,,47978328
2006,CD,YEAR_REGEX_1,TIME,time_reference,"2006 saw the première of Andersson's opera William, a fantasy on William Shakespeare and Christopher Marlowe commissioned by the Vadstena Academy; the libretto was written by Håkan Lindquist.",0,3,,47978328
2014-15,JJ,YEAR_REGEX_1,TIME,time_reference,Andersson was the BBC National Orchestra of Wales's Composer-in-Association for 2014-15.,1,3,,47978328
the 2015,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"A new work for organ and orchestra, Pan, premièred at the 2015 BBC Proms",2,3,,47978328
1996,CD,YEAR_REGEX_1,TIME,time_reference,1996 - elected as a member of the Swedish Society of Composers (Föreningen svenska tonsättare),0,5,== Awards and honours ==,47978328
2002,CD,YEAR_REGEX_1,TIME,time_reference,2002 - Made Member No. 944 of the Royal Swedish Academy of Music,0,6,== Awards and honours ==,47978328
