time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"October 23 , 1959","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Ernie Mendillo (born October 23, 1959) is an American musician who co-founded the New York band The Brandos with Dave Kincaid in 1985.",0,0,,23803352
1985,CD,YEAR_REGEX_1,TIME,time_reference,"Ernie Mendillo (born October 23, 1959) is an American musician who co-founded the New York band The Brandos with Dave Kincaid in 1985.",0,0,,23803352
2015,CD,YEAR_REGEX_1,TIME,time_reference,He left the band in 2015.,1,0,,23803352
currently,RB,TIMELINE_REGEX,TIME,time_reference,He is currently a member of HELP!,3,0,,23803352
