time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
22 April 1947,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Barry John Guy (born 22 April 1947, in London) is an English composer and double bass player.",0,0,,3290895
1969,CD,YEAR_REGEX_1,TIME,time_reference,"Guy came to the fore as an improvising bassist as a member of a trio with pianist Howard Riley and drummer Tony Oxley (Witherden, 1969).",0,1,,3290895
the 1960s and 1970s,DT NNS CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,"He also became an occasional member of John Stevens' ensembles in the 1960s and 1970s, including the Spontaneous Music Ensemble.",1,1,,3290895
the early 1970s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"In the early 1970s, he was a member of the influential free improvisation group Iskra 1903 with Derek Bailey and trombonist Paul Rutherford (a project revived in the late 1970s, with violinist Philipp Wachsmann replacing Bailey).",2,1,,3290895
1903,CD,YEAR_REGEX_1,TIME,time_reference,"In the early 1970s, he was a member of the influential free improvisation group Iskra 1903 with Derek Bailey and trombonist Paul Rutherford (a project revived in the late 1970s, with violinist Philipp Wachsmann replacing Bailey).",2,1,,3290895
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"In the early 1970s, he was a member of the influential free improvisation group Iskra 1903 with Derek Bailey and trombonist Paul Rutherford (a project revived in the late 1970s, with violinist Philipp Wachsmann replacing Bailey).",2,1,,3290895
of the 1980s and 1990s,IN DT CD CC CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER MODIFIER TIME MODIFIER TIME,time_reference,"He also formed a long-standing partnership with saxophonist Evan Parker, which led to a trio with drummer Paul Lytton which became one of the best-known and most widely travelled free-improvising groups of the 1980s and 1990s.",3,1,,3290895
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"He was briefly a member of the Michael Nyman Band in the 1980s, performing on the soundtrack of The Draughtsman's Contract.",4,1,,3290895
1972,CD,YEAR_REGEX_1,TIME,time_reference,"Originally formed to perform Guy's composition Ode in 1972 (released as a 2-LP set on Incus and later, in expanded form, as a 2-CD set on Intakt), it became one of the great large-scale European improvising ensembles.",1,4,== Career == | === London Jazz Composers Orchestra ===,3290895
early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Early documentation is spotty – the only other recording from its early years is Stringer (FMP, now available on Intakt paired with the later ""Study II"") – but, beginning in the late 1980s, the Swiss label Intakt set out to document the band more thoroughly.",2,4,== Career == | === London Jazz Composers Orchestra ===,3290895
now,RB,TIMELINE_REGEX,TIME,time_reference,"Early documentation is spotty – the only other recording from its early years is Stringer (FMP, now available on Intakt paired with the later ""Study II"") – but, beginning in the late 1980s, the Swiss label Intakt set out to document the band more thoroughly.",2,4,== Career == | === London Jazz Composers Orchestra ===,3290895
the late 1980s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Early documentation is spotty – the only other recording from its early years is Stringer (FMP, now available on Intakt paired with the later ""Study II"") – but, beginning in the late 1980s, the Swiss label Intakt set out to document the band more thoroughly.",2,4,== Career == | === London Jazz Composers Orchestra ===,3290895
2008,CD,YEAR_REGEX_1,TIME,time_reference,"The group's activities subsided in the mid-1990s, but it was never formally disbanded, and reconvened in 2008 for a one-off concert in Switzerland.",4,4,== Career == | === London Jazz Composers Orchestra ===,3290895
