time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
11 May 1941,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
previously,RB,TIMELINE_REGEX,TIME,time_reference,1,0
2008,CD,YEAR_REGEX_1,TIME,time_reference,4,0
1941,CD,YEAR_REGEX_1,TIME,time_reference,0,2
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,2
moment,NN,TIMELINE_REGEX,TIME,time_reference,8,2
10 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,12,2
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,0,3
nightmare,NN,DAY_TIME_REGEX,TIME,time_reference,0,3
daily,RB,PERIOD_REGEX,TIME,time_reference,1,3
of the day,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,4,3
1970,CD,YEAR_REGEX_1,TIME,time_reference,10,3
Am,VBP,HALFDAY_REGEX_1,TIME,,11,3
early one morning,JJ CD NN,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,MODIFIER NUMERAL TIME,time_reference,13,3
one night,CD NN,BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,,16,3
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,6
1958,CD,YEAR_REGEX_1,TIME,time_reference,1,6
Sun,NNP,WEEK_ABBR_REGEX,TIME,time_reference,4,6
May 1965,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,7
April 1966,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,7
Sun,NNP,WEEK_ABBR_REGEX,TIME,time_reference,1,7
1968,CD,YEAR_REGEX_1,TIME,time_reference,4,7
1969,CD,YEAR_REGEX_1,TIME,time_reference,4,7
Nights,NNP,DAY_TIME_REGEX,TIME,time_reference,5,7
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,8
May 1983,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,8
16 June 1983,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,8
The Night,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,1,8
31 December 1983,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,8
1984,CD,YEAR_REGEX_1,TIME,time_reference,2,8
April 1984,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,8
2008,CD,YEAR_REGEX_1,TIME,time_reference,3,8
the end of 1984,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,4,8
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,9
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,9
The 1998,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,9
17 October 1998,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,9
December,NNP,MONTH_REGEX,TIME,time_reference,2,9
that year,IN NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,9
1999,CD,YEAR_REGEX_1,TIME,time_reference,3,9
August 2000,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,9
2000,CD,YEAR_REGEX_1,TIME,time_reference,4,9
June 2003,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,10
2005,CD,YEAR_REGEX_1,TIME,time_reference,1,10
2008,CD,YEAR_REGEX_1,TIME,time_reference,2,10
13 December 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,3,10
1966,CD,YEAR_REGEX_1,TIME,time_reference,4,10
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,10
9 September 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,6,10
2016,CD,YEAR_REGEX_1,TIME,time_reference,7,10
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,12
April 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,12
September 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,12
1971,CD,YEAR_REGEX_1,TIME,time_reference,3,12
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,13
A Day,DT NNP,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,13
quarterback,NN,TIME_UNIT_REGEX,TIME,time_reference,1,13
1975,CD,YEAR_REGEX_1,TIME,time_reference,1,13
37 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,14
21 April 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,14
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,16
August 1971,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,16
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,16
the end of 1974,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,3,16
Sun,NNP,WEEK_ABBR_REGEX,TIME,time_reference,3,16
1975,CD,YEAR_REGEX_1,TIME,time_reference,3,16
1977,CD,YEAR_REGEX_1,TIME,time_reference,4,16
May 1978,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,17
a few months,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,17
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,17
January 1979,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,17
