time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
19 March 1950,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Steve Houben (born 19 March 1950 in Liège, Belgium) is a Belgian jazz saxophonist and flutist.",0,0,,1586834
2000,CD,YEAR_REGEX_1,TIME,time_reference,He won the Belgian Golden Django in 2000 for best Belgian artist (first winner of the new category).,3,2,== Biography ==,1586834
currently,RB,TIMELINE_REGEX,TIME,time_reference,He currently teaches jazz saxophone at the Brussels conservatory.,6,2,== Biography ==,1586834
1980,CD,YEAR_REGEX_1,TIME,time_reference,1980:,0,4,== Discography ==,1586834
1994,CD,YEAR_REGEX_1,TIME,time_reference,1994:,0,5,== Discography ==,1586834
1995,CD,YEAR_REGEX_1,TIME,time_reference,1995:,0,6,== Discography ==,1586834
2000,CD,YEAR_REGEX_1,TIME,time_reference,2000:,0,7,== Discography ==,1586834
2007,CD,YEAR_REGEX_1,TIME,time_reference,2007:,0,8,== Discography ==,1586834
2011,CD,YEAR_REGEX_1,TIME,time_reference,2011:,0,9,== Discography ==,1586834
2017,CD,YEAR_REGEX_1,TIME,time_reference,2017:,0,10,== Discography ==,1586834
of a 1982,IN DT CD,PREFIX_REGEX_1 INARTICLE_REGEX YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,Comptines (re-release of a 1982 album with pianist Charles Loos),1,10,== Discography ==,1586834
2014,CD,YEAR_REGEX_1,TIME,time_reference,Steve Houben Quartet at Jazz Bez 2014 at YouTube,0,13,== External links ==,1586834
