time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
30 September 1840 – 14 June 1911,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
now,RB,TIMELINE_REGEX,TIME,time_reference,1,0
1863-67,JJ,YEAR_REGEX_1,TIME,time_reference,4,3
1867,CD,YEAR_REGEX_1,TIME,time_reference,6,3
1867–1933,CD,YEAR_REGEX_1,TIME,time_reference,7,3
1868–70,CD,YEAR_REGEX_1,TIME,time_reference,1,4
1870–72,CD,YEAR_REGEX_1,TIME,time_reference,1,4
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,3,4
of 1871,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,4
1872–77,CD,YEAR_REGEX_1,TIME,time_reference,4,4
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,4
1880–1883,CD,YEAR_REGEX_1,TIME,time_reference,5,4
1883,CD,YEAR_REGEX_1,TIME,time_reference,6,4
1884,CD,YEAR_REGEX_1,TIME,time_reference,0,5
several years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,5
1883,CD,YEAR_REGEX_1,TIME,time_reference,2,5
2007,CD,YEAR_REGEX_1,TIME,time_reference,5,5
2011,CD,YEAR_REGEX_1,TIME,time_reference,6,5
10 December 1901,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,7,5
23 December 1901,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,7,5
1896–1946,CD,YEAR_REGEX_1,TIME,time_reference,9,5
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,0,9
1865–67,CD,YEAR_REGEX_1,TIME,time_reference,1,10
