time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
2005,CD,YEAR_REGEX_1,TIME,time_reference,"In 2005, Sperber fronted the band Ley Royal Scam, a pop-act that included keyboardist Tyler Pursel.",0,2,== Background ==,41857813
That year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"That year they played the Bamboozle festival, opening several shows for Taking Back Sunday.",1,2,== Background ==,41857813
Sunday,NNP,WEEK_REGEX,TIME,time_reference,"That year they played the Bamboozle festival, opening several shows for Taking Back Sunday.",1,2,== Background ==,41857813
later that year,RBR IN NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The band separated later that year, leaving Pursel to pursue work touring as keyboardist with rap rock group Gym Class Heroes.",3,2,== Background ==,41857813
2006,CD,YEAR_REGEX_1,TIME,time_reference,"After the separation of Ley Royal Scam, Sperber relocated to Oregon for ""introspection and recharging"", but was contacted in 2006 by former bandmate Pursel who was working on the East Coast of the United States, to appear on an upcoming project.",4,2,== Background ==,41857813
January 2007,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Pursel and Sperber met at a Creep Records basement studio in Pennsylvania to finish the recording of Regional Community Theater in January 2007.,6,2,== Background ==,41857813
"September 18 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"It was released by Creep Records on September 18, 2007, and was digitally reissued by Mint 400 Records on July 5, 2011.",7,2,== Background ==,41857813
"July 5 , 2011","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"It was released by Creep Records on September 18, 2007, and was digitally reissued by Mint 400 Records on July 5, 2011.",7,2,== Background ==,41857813
a summer,DT NN,INARTICLE_REGEX SEASON_REGEX,MODIFIER TIME,time_reference,"Prior to joining Ley Royal Scam, Sperber worked at a summer snowboard camp.",0,3,== Background ==,41857813
2007,CD,YEAR_REGEX_1,TIME,time_reference,"In 2007, she sang on the Intramural song ""Impairment Begins with the First Drink"", from the album This Is a Landslide by former Desaparecidos guitarist Denver Dalley.",2,3,== Background ==,41857813
Later that year,RB IN NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Later that year, Sperber was also a guest vocalist on the Fairmont album Wait & Hope, and again in their 2008 release Transcendence.",3,3,== Background ==,41857813
their 2008,PRP$ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,"Later that year, Sperber was also a guest vocalist on the Fairmont album Wait & Hope, and again in their 2008 release Transcendence.",3,3,== Background ==,41857813
2011,CD,YEAR_REGEX_1,TIME,time_reference,"In 2011, Sperber and Neil Sabatino of Fairmont joined to record as Mergers & Acquisitions, releasing an electro-pop EP, Grape Soda.",4,3,== Background ==,41857813
2007,CD,YEAR_REGEX_1,TIME,time_reference,Regional Community Theater (2007) as Ladybirds,0,6,== Discography == | === Albums ===,41857813
2011,CD,YEAR_REGEX_1,TIME,time_reference,Grape Soda (2011) as Mergers and Acquisitions,0,7,== Discography == | === Albums ===,41857813
2005,CD,YEAR_REGEX_1,TIME,time_reference,Pregnancy Scare (2005) as Ley Royal Scam,0,9,== Discography == | === EPs ===,41857813
2005,CD,YEAR_REGEX_1,TIME,time_reference,Sophomore Slump (2005) as Ley Royal Scam,0,10,== Discography == | === EPs ===,41857813
2007,CD,YEAR_REGEX_1,TIME,time_reference,"""Impairment Begins with the First Drink"" (2007) by Intramural with Denver Dalley",0,12,== Discography == | === Songs ===,41857813
