time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"August 13 , 1952 – December 26 , 2002","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Herbert Ritts Jr. (August 13, 1952 – December 26, 2002) was an American fashion photographer and director known for his photographs of celebrities, models, and other cultural figures throughout the 1980s and 1990s.",0,0,,161896
the 1980s and 1990s,DT CD CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,"Herbert Ritts Jr. (August 13, 1952 – December 26, 2002) was an American fashion photographer and director known for his photographs of celebrities, models, and other cultural figures throughout the 1980s and 1990s.",0,0,,161896
1975,CD,YEAR_REGEX_1,TIME,time_reference,"He moved to the East Coast to attend Bard College in New York, where he majored in economics and art history, graduating in 1975.",2,2,== Early life and career ==,161896
"of the October 12 , 1981","IN DT NNP CD , CD",PREFIX_REGEX_1 PREFIX_REGEX_1 MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,MODIFIER MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"He photographed Brooke Shields for the cover of the October 12, 1981 edition of Elle and he photographed Olivia Newton-John for her Physical album in 1981.",5,2,== Early life and career ==,161896
1981,CD,YEAR_REGEX_1,TIME,time_reference,"He photographed Brooke Shields for the cover of the October 12, 1981 edition of Elle and he photographed Olivia Newton-John for her Physical album in 1981.",5,2,== Early life and career ==,161896
Five years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,Five years later he replicated that cover pose with Madonna for her 1986 release True Blue.,6,2,== Early life and career ==,161896
1986,CD,YEAR_REGEX_1,TIME,time_reference,Five years later he replicated that cover pose with Madonna for her 1986 release True Blue.,6,2,== Early life and career ==,161896
year,NN,TIME_UNIT_REGEX,TIME,time_reference,That same year he photographed Tina Turner for the album Break Every Rule.,7,2,== Early life and career ==,161896
the 1980s and 1990s,DT CD CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,"During the 1980s and 1990s, Ritts prominently photographed celebrities in various locales throughout California.",0,5,== Later notable photographs ==,161896
1988,CD,YEAR_REGEX_1,TIME,time_reference,"He also took many fashion and nude photographs of fashion models Naomi Campbell, Stephanie Seymour, Tatjana Patitz, Christy Turlington, and Cindy Crawford, including ""Tatjana, Veiled Head, Tight View, Joshua Tree, 1988.""",0,6,== Later notable photographs ==,161896
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Ritts' work with those models ushered in the 1990s era of the supermodel and was consecrated by one of his most celebrated images, ""Stephanie, Cindy, Christy, Tatjana, Naomi, Hollywood, 1989"" taken for Rolling Stone Magazine.",0,7,== Later notable photographs ==,161896
