time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
24 December 1924 – 31 July 1980,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1967,CD,YEAR_REGEX_1,TIME,time_reference,5,0
2001,CD,YEAR_REGEX_1,TIME,time_reference,6,0
of the Millennium,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,6,0
2013,CD,YEAR_REGEX_1,TIME,time_reference,7,0
1935,CD,YEAR_REGEX_1,TIME,time_reference,3,2
1941,CD,YEAR_REGEX_1,TIME,time_reference,2,3
1944,CD,YEAR_REGEX_1,TIME,time_reference,2,3
year,NN,TIME_UNIT_REGEX,TIME,time_reference,3,3
1945,CD,YEAR_REGEX_1,TIME,time_reference,4,3
now,RB,TIMELINE_REGEX,TIME,time_reference,0,5
1944,CD,YEAR_REGEX_1,TIME,time_reference,0,5
1944,CD,YEAR_REGEX_1,TIME,time_reference,0,6
the 1945,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,6
1945,CD,YEAR_REGEX_1,TIME,time_reference,4,6
1947,CD,YEAR_REGEX_1,TIME,time_reference,4,6
1946,CD,YEAR_REGEX_1,TIME,time_reference,5,6
1946,CD,YEAR_REGEX_1,TIME,time_reference,6,6
the 1947,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,6
1949,CD,YEAR_REGEX_1,TIME,time_reference,0,7
1950,CD,YEAR_REGEX_1,TIME,time_reference,2,8
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1948,CD,YEAR_REGEX_1,TIME,time_reference,2,9
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,2,9
the 1950s and 1960s,DT CD CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,1,10
the late 1950s and 1960s,DT JJ NNS CC CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER MODIFIER TIME MODIFIER TIME,time_reference,1,11
1944,CD,YEAR_REGEX_1,TIME,time_reference,0,14
1946,CD,YEAR_REGEX_1,TIME,time_reference,1,14
1952,CD,YEAR_REGEX_1,TIME,time_reference,1,15
1957,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1959,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1960,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1957,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1958,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1963,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1965,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1969,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,17
1973,CD,YEAR_REGEX_1,TIME,time_reference,1,17
An Evening,DT NN,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,7,19
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1968,CD,YEAR_REGEX_1,TIME,time_reference,1,21
1977,CD,YEAR_REGEX_1,TIME,time_reference,3,21
1962,CD,YEAR_REGEX_1,TIME,time_reference,4,21
1965,CD,YEAR_REGEX_1,TIME,time_reference,4,21
1966,CD,YEAR_REGEX_1,TIME,time_reference,4,21
1969,CD,YEAR_REGEX_1,TIME,time_reference,4,21
1950,CD,YEAR_REGEX_1,TIME,time_reference,1,23
the 1950s and 1960s,DT CD CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,0,25
the early 1950s and 1960s,DT JJ CD CC CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER MODIFIER TIME MODIFIER TIME,time_reference,4,26
1957,CD,YEAR_REGEX_1,TIME,time_reference,4,26
1957,CD,YEAR_REGEX_1,TIME,time_reference,4,26
1962,CD,YEAR_REGEX_1,TIME,time_reference,4,26
1964,CD,YEAR_REGEX_1,TIME,time_reference,4,26
a falling-out,DT NN,INARTICLE_REGEX SEASON_REGEX,MODIFIER TIME,time_reference,0,28
now,RB,TIMELINE_REGEX,TIME,time_reference,2,28
the next 3 years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,3,28
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,30
1964,CD,YEAR_REGEX_1,TIME,time_reference,1,30
the 1958,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,32
1968,CD,YEAR_REGEX_1,TIME,time_reference,2,32
1968,CD,YEAR_REGEX_1,TIME,time_reference,2,40
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,40
1962–1963,CD,YEAR_REGEX_1,TIME,time_reference,0,42
1961,CD,YEAR_REGEX_1,TIME,time_reference,6,42
25 September 2012,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,11,42
Early 1970s,RB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,43
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,44
the early '70s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_2,MODIFIER MODIFIER TIME,time_reference,3,44
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,45
of the early 1970s,IN DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,0,46
of 1971,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,46
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1971,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1971,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1972,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1973,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1972,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1973,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1973,CD,YEAR_REGEX_1,TIME,time_reference,1,46
1973,CD,YEAR_REGEX_1,TIME,time_reference,1,46
Later years,RB NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,47
mid 1970s,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,48
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,48
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,48
1976,CD,YEAR_REGEX_1,TIME,time_reference,2,48
1977,CD,YEAR_REGEX_1,TIME,time_reference,3,48
1977,CD,YEAR_REGEX_1,TIME,time_reference,3,48
1977,CD,YEAR_REGEX_1,TIME,time_reference,4,48
1977,CD,YEAR_REGEX_1,TIME,time_reference,5,48
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,49
the early 1980s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,49
1975,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1976,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1977,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1977,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1977,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1978,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1979,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1979,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,2,49
1981,CD,YEAR_REGEX_1,TIME,time_reference,2,49
1981,CD,YEAR_REGEX_1,TIME,time_reference,2,49
1978,CD,YEAR_REGEX_1,TIME,time_reference,3,49
1980,CD,YEAR_REGEX_1,TIME,time_reference,3,49
1970,CD,YEAR_REGEX_1,TIME,time_reference,4,49
December 1979,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,50
December 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,50
last years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,52
11 June 1977,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,52
20 November 1979,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,5,52
November 1977,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,52
1984,CD,YEAR_REGEX_1,TIME,time_reference,7,52
1 August 1980,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,7,52
1944 and April 1980,CD CC NNP CD,YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX YEAR_REGEX_1,TIME MODIFIER TIME TIME,time_range,8,52
1991,CD,YEAR_REGEX_1,TIME,time_reference,9,52
2011,CD,YEAR_REGEX_1,TIME,time_reference,10,52
a 2015,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,11,52
1945 and 1980,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,11,52
A 2015,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,12,52
10:25 pm,CD NN,DIGIT_REGEX_1 HALFDAY_REGEX_1,NUMERAL TIME,,0,54
31 July 1980,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,54
hours,NNS,TIME_UNIT_REGEX,TIME,time_reference,3,54
2010,CD,YEAR_REGEX_1,TIME,time_reference,7,54
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,8,54
22 September 2007,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,57
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,3,57
of 2008,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,57
July 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,57
June 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,57
1964,CD,YEAR_REGEX_1,TIME,time_reference,6,57
1965,CD,YEAR_REGEX_1,TIME,time_reference,8,57
1965,CD,YEAR_REGEX_1,TIME,time_reference,8,57
5 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,58
Annually,RB,PERIOD_REGEX,TIME,time_reference,6,58
today,NN,TIMELINE_REGEX,TIME,time_reference,7,58
Today,NN,TIMELINE_REGEX,TIME,time_reference,8,58
100 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,9,58
2013,CD,YEAR_REGEX_1,TIME,time_reference,10,58
2001,CD,YEAR_REGEX_1,TIME,time_reference,11,58
of the millennium,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,11,58
31 July 2010,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,60
the 1990,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,60
the 1997,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,61
1965,CD,YEAR_REGEX_1,TIME,time_reference,1,61
2001,CD,YEAR_REGEX_1,TIME,time_reference,1,61
2011,CD,YEAR_REGEX_1,TIME,time_reference,3,61
24 December 2017,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,4,61
the 2001,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,61
1961,CD,YEAR_REGEX_1,TIME,time_reference,6,61
2002,CD,YEAR_REGEX_1,TIME,time_reference,6,61
1970,CD,YEAR_REGEX_1,TIME,time_reference,7,61
2004,CD,YEAR_REGEX_1,TIME,time_reference,7,61
2012,CD,YEAR_REGEX_1,TIME,time_reference,0,67
2015,CD,YEAR_REGEX_1,TIME,time_reference,0,68
