time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
10 May 1969,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Rebecca Root (born 10 May 1969) is an English transgender actress, comedian and voice coach.",0,0,,46408242
Sunday,NNP,WEEK_REGEX,TIME,time_reference,"She was rated 18th in The Independent on Sunday's Rainbow List 2014, which named her as an openly transgender actress in mainstream television, alongside Alexandra Billings, Laverne Cox and Adèle Anderson.",1,0,,46408242
2014,CD,YEAR_REGEX_1,TIME,time_reference,"She was rated 18th in The Independent on Sunday's Rainbow List 2014, which named her as an openly transgender actress in mainstream television, alongside Alexandra Billings, Laverne Cox and Adèle Anderson.",1,0,,46408242
the 2015–2016,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,She played the leading role in the 2015–2016 BBC Two sitcom Boy Meets Girl.,2,0,,46408242
2015,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015 Root starred in the BBC Radio 4 drama 1977,  about the transgender popular composer Angela Morley who had become a household name to British radio audiences as Wally Stott.",4,2,== Biography ==,46408242
1977,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015 Root starred in the BBC Radio 4 drama 1977,  about the transgender popular composer Angela Morley who had become a household name to British radio audiences as Wally Stott.",4,2,== Biography ==,46408242
the year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Written by Sarah Wooley,  it followed the year in which Morley was enlisted to complete composition of the musical soundtrack to the film Watership Down in three weeks flat.",5,2,== Biography ==,46408242
three weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Written by Sarah Wooley,  it followed the year in which Morley was enlisted to complete composition of the musical soundtrack to the film Watership Down in three weeks flat.",5,2,== Biography ==,46408242
9 September 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Tebble, J (9 September 2014).",0,6,== Further reading ==,46408242
