time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
23 May 1985,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Blaine Harrison (born Stephen Blaine Harrison on 23 May 1985) is an English musician and songwriter best known as the lead vocalist of the indie rock band Mystery Jets.,0,0,,32627026
the years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Blaine cites his inability to speak French during the years he spent in France as an important influence on his creativity: ""At the time I found it quite difficult being so out of the loop, but looking back, it was the best thing that ever happened to me.",0,3,== Early life ==,32627026
2004,CD,YEAR_REGEX_1,TIME,time_reference,"Mystery Jets were first based on Eel Pie Island in Twickenham, London in 2004.",0,5,== Mystery Jets ==,32627026
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Mystery Jets has released five studio albums, Making Dens (2006), Twenty One (2008), Serotonin (2010), Radlands (2012) and Curve of the Earth (2016).",4,5,== Mystery Jets ==,32627026
2008,CD,YEAR_REGEX_1,TIME,time_reference,"Mystery Jets has released five studio albums, Making Dens (2006), Twenty One (2008), Serotonin (2010), Radlands (2012) and Curve of the Earth (2016).",4,5,== Mystery Jets ==,32627026
2010,CD,YEAR_REGEX_1,TIME,time_reference,"Mystery Jets has released five studio albums, Making Dens (2006), Twenty One (2008), Serotonin (2010), Radlands (2012) and Curve of the Earth (2016).",4,5,== Mystery Jets ==,32627026
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Mystery Jets has released five studio albums, Making Dens (2006), Twenty One (2008), Serotonin (2010), Radlands (2012) and Curve of the Earth (2016).",4,5,== Mystery Jets ==,32627026
2016,CD,YEAR_REGEX_1,TIME,time_reference,"Mystery Jets has released five studio albums, Making Dens (2006), Twenty One (2008), Serotonin (2010), Radlands (2012) and Curve of the Earth (2016).",4,5,== Mystery Jets ==,32627026
2007,CD,YEAR_REGEX_1,TIME,time_reference,"A further album, Zootime (2007) was released as a US only compilation to introduce the band to an American audience.",5,5,== Mystery Jets ==,32627026
2005,CD,YEAR_REGEX_1,TIME,time_reference,"Henry was named ""18th coolest person in rock"" by NME in 2005.",3,7,== Personal life ==,32627026
2009,CD,YEAR_REGEX_1,TIME,time_reference,"In 2009 he became a patron of the Attitude is Everything Charity, who work with live music venues in the UK to make gigs accessible for people with disabilities.",1,9,== Personal life == | === Disability ===,32627026
2008,CD,YEAR_REGEX_1,TIME,time_reference,In 2008 Mystery Jets were forced to pull out of Several UK and European festivals due to Blaine getting sick.,0,10,== Personal life == | === Disability ===,32627026
September 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In September 2019 the band were forced to postpone the imminent release of their new album and their tour, when Blaine was again hospitalised.",2,10,== Personal life == | === Disability ===,32627026
