time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
1874–1952,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1926 to 1936,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,0
now,RB,TIMELINE_REGEX,TIME,time_reference,1,4
August 1932,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,9
August,NNP,MONTH_REGEX,TIME,time_reference,0,10
October 1929,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,10
Now,RB,TIMELINE_REGEX,TIME,time_reference,1,11
"April 30 , 2000","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,11
May 1934,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,12
June 1939,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,13
2019,CD,YEAR_REGEX_1,TIME,time_reference,2,14
