time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"January 11 , 1927 - November 4 , 2010","NNP CD , CD : NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Marta Iren Hidy (January 11, 1927 - November 4, 2010) was a Hungarian Canadian violinist, conductor and music teacher.",0,0,,52208328
"January 11 , 1927","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Marta Hidy was born in Budapest, Hungary on January 11, 1927.",0,2,== Biography ==,52208328
1946-1951,JJ,YEAR_REGEX_1,TIME,time_reference,"She was a member of the Hungarian Radio Symphony Orchestra (1946-1951), headed a prize-winning string quartet at the 1950 Prague International Chamber Music Competition and from 1953 to 1957 was a Hungarian State Soloist performing internationally with orchestras in Czechoslovakia, Poland and Romania.",5,2,== Biography ==,52208328
the 1950,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She was a member of the Hungarian Radio Symphony Orchestra (1946-1951), headed a prize-winning string quartet at the 1950 Prague International Chamber Music Competition and from 1953 to 1957 was a Hungarian State Soloist performing internationally with orchestras in Czechoslovakia, Poland and Romania.",5,2,== Biography ==,52208328
1953 to 1957,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"She was a member of the Hungarian Radio Symphony Orchestra (1946-1951), headed a prize-winning string quartet at the 1950 Prague International Chamber Music Competition and from 1953 to 1957 was a Hungarian State Soloist performing internationally with orchestras in Czechoslovakia, Poland and Romania.",5,2,== Biography ==,52208328
Year,NNP,TIME_UNIT_REGEX,TIME,time_reference,"On New Year's Eve, 1956, Hidy and her husband, Anton (Antal) Dvorak fled Hungary to Austria, with their two children, eventually emigrating to Canada.",0,4,== Biography == | === Immigration to Canada ===,52208328
1956,CD,YEAR_REGEX_1,TIME,time_reference,"On New Year's Eve, 1956, Hidy and her husband, Anton (Antal) Dvorak fled Hungary to Austria, with their two children, eventually emigrating to Canada.",0,4,== Biography == | === Immigration to Canada ===,52208328
1957,CD,YEAR_REGEX_1,TIME,time_reference,"The family settled in Winnipeg, Manitoba in 1957 where Hidy worked as assistant concertmaster of the Winnipeg Symphony Orchestra and concertmaster of the CBC Winnipeg Orchestra, in addition to founding the Hidy String Quartet and the Hidy Trio.",1,4,== Biography == | === Immigration to Canada ===,52208328
1962,CD,YEAR_REGEX_1,TIME,time_reference,"She made her Canadian concert debut in Toronto in 1962 and her trio, which included pianist Chester Duncan and cellist Klara Benjamin Belkin, recorded works by Dmitri Shostakovich at Expo 67's Canadian Pavilion.",2,4,== Biography == | === Immigration to Canada ===,52208328
1965,CD,YEAR_REGEX_1,TIME,time_reference,"In 1965 Hidy was invited to McMaster University by Lee Hepner, then head of the McMaster Operatic Society, where she became a founding member of the University's music program.",3,4,== Biography == | === Immigration to Canada ===,52208328
