time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
4 September 1970,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Desiree Rollocks (born 4 September 1970), better known by her stage name Daisy Dee, is a Dutch singer, actress, TV host, stylist, and television producer.",0,0,,390221
2003,CD,YEAR_REGEX_1,TIME,time_reference,Daisy Dee hosted the German television show Clubrotation on Viva/MTV until 2003.,2,0,,390221
