time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
26 February 1930 - 28 January 2014,CD NNP CD : CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,Antoinette Kirkwood (26 February 1930 - 28 January 2014) was an English composer born in London.,0,0,,30172553
four years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"For four years beginning in 1969, she was a member of  the Executive Committee of the Composers’ Guild of Great Britain, now the British Association of Composers and Songwriters.",2,0,,30172553
1969,CD,YEAR_REGEX_1,TIME,time_reference,"For four years beginning in 1969, she was a member of  the Executive Committee of the Composers’ Guild of Great Britain, now the British Association of Composers and Songwriters.",2,0,,30172553
now,RB,TIMELINE_REGEX,TIME,time_reference,"For four years beginning in 1969, she was a member of  the Executive Committee of the Composers’ Guild of Great Britain, now the British Association of Composers and Songwriters.",2,0,,30172553
1953,CD,YEAR_REGEX_1,TIME,time_reference,"Radio Éireann broadcast her Symphony, op 8, composed in 1953.",3,0,,30172553
1961,CD,YEAR_REGEX_1,TIME,time_reference,This “very notable achievement” established that Kirkwood “can write a memorable tune in a definite key” that will captivate the listenerKirkwood married writer Richard Phibbs in 1961.,4,0,,30172553
1961 and 1979,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,Caring for her mother and husband through their terminal illnesses led to a complete cessation in her composition activity between 1961 and 1979.,5,0,,30172553
28 January 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"She died on 28 January 2014, aged 84.",6,0,,30172553
1953,CD,YEAR_REGEX_1,TIME,time_reference,"Symphony No. 1 op. 8 (1953, recording at the British Music Collection",0,4,== Works ==,30172553
