time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"June 28 , 1961","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Kurdt Vanderhoof (born June 28, 1961) is an American guitarist, best known as the rhythm guitarist and founding member of the American heavy metal band Metal Church.",0,0,,3686389
1976,CD,YEAR_REGEX_1,TIME,time_reference,"As early as 1976, Vanderhoof was ardently networking with local musicians in his hometown of Aberdeen, Washington, and had formed a band called Tyr, which included Kirk Arrington on drums and Vanderhoof on rhythm guitar.",0,2,== Biography ==,3686389
1978,CD,YEAR_REGEX_1,TIME,time_reference,"In 1978 he joined Seattle hardcore punk band The Lewd, adopting the stage name ""Blobbo"" and playing bass guitar, switching to guitar the following year.",1,2,== Biography ==,3686389
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In 1978 he joined Seattle hardcore punk band The Lewd, adopting the stage name ""Blobbo"" and playing bass guitar, switching to guitar the following year.",1,2,== Biography ==,3686389
1980,CD,YEAR_REGEX_1,TIME,time_reference,The Lewd relocated from Seattle to San Francisco in 1980.,2,2,== Biography ==,3686389
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"In the summer of 1982, he formed a heavy metal cover band named Shrapnel.",0,3,== Biography ==,3686389
of 1982,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In the summer of 1982, he formed a heavy metal cover band named Shrapnel.",0,3,== Biography ==,3686389
1983,CD,YEAR_REGEX_1,TIME,time_reference,"By 1983, Shrapnel had renamed itself under Vanderhoof's original band name, Metal Church.",5,3,== Biography ==,3686389
1986,CD,YEAR_REGEX_1,TIME,time_reference,"After Metal Church's second album The Dark in 1986, Vanderhoof left the band but nevertheless remained heavily involved in the songwriting process.",0,4,== Biography ==,3686389
1994,CD,YEAR_REGEX_1,TIME,time_reference,"His first solo band was Hall Aflame, which only released one album before breaking up in 1994.",1,4,== Biography ==,3686389
year,NN,TIME_UNIT_REGEX,TIME,time_reference,Metal Church disbanded that same year.,2,4,== Biography ==,3686389
1997 and 2002,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,This band released the albums Vanderhoof and A Blur in Time in 1997 and 2002 respectively.,1,5,== Biography ==,3686389
2005,CD,YEAR_REGEX_1,TIME,time_reference,"In 2005, Vanderhoof and several members from his solo band formed Presto Ballet, a band dedicated to recreating the progressive rock sounds of the mid 1970s.",2,5,== Biography ==,3686389
1970s,CD,YEAR_REGEX_1,TIME,time_reference,"In 2005, Vanderhoof and several members from his solo band formed Presto Ballet, a band dedicated to recreating the progressive rock sounds of the mid 1970s.",2,5,== Biography ==,3686389
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"They released their debut album Peace Among the Ruins that same year, with Vanderhoof commenting: ""We recorded the whole album in a somewhat 'old-school' manner, which means analogue synthesizers, real Hammond organ and real mellotron sounds"".",3,5,== Biography ==,3686389
