time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"December 3 , 1931","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
the late 1940s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,2
1950s,CD,YEAR_REGEX_1,TIME,time_reference,0,3
1950,CD,YEAR_REGEX_1,TIME,time_reference,0,4
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,4
one year,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,1,4
1954,CD,YEAR_REGEX_1,TIME,time_reference,3,4
1959,CD,YEAR_REGEX_1,TIME,time_reference,4,4
the previous six years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,4,4
1954 to 1955,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,5,4
November 1955,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,4
"January 11 , 1954","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,7,4
1956,CD,YEAR_REGEX_1,TIME,time_reference,8,4
1958,CD,YEAR_REGEX_1,TIME,time_reference,10,4
"October 6 , 1960","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,11,4
1960s and 1970s,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,5
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,6
1962,CD,YEAR_REGEX_1,TIME,time_reference,1,6
year,NN,TIME_UNIT_REGEX,TIME,time_reference,2,6
1964,CD,YEAR_REGEX_1,TIME,time_reference,3,6
Sunday,NNP,WEEK_REGEX,TIME,time_reference,3,6
The Eleventh Hour,DT NNP NNP,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,3,6
the 1960s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,7
nightclub,JJ,DAY_TIME_REGEX,TIME,time_reference,0,7
1966,CD,YEAR_REGEX_1,TIME,time_reference,1,7
A Falling,NNP NNP,INARTICLE_REGEX SEASON_REGEX,MODIFIER TIME,time_reference,1,7
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,7
the 1973,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,7
1980,CD,YEAR_REGEX_1,TIME,time_reference,3,7
Night,NNP,DAY_TIME_REGEX,TIME,time_reference,3,7
1984,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1992,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1976 to 1978,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,9
the 1980,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,9
Week,NNP,TIME_UNIT_REGEX,TIME,time_reference,2,9
2004,CD,YEAR_REGEX_1,TIME,time_reference,2,9
a 2003,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,0,10
