time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
25 August 1943,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Günter ""Baby"" Sommer (born 25 August 1943) is a German jazz drummer.",0,0,,4962425
25 August 1943,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Sommer was born in Dresden on 25 August 1943.,0,2,== Career ==,4962425
1979,CD,YEAR_REGEX_1,TIME,time_reference,"A solo percussion album, Hormusik, was released by FMP in 1979.",4,2,== Career ==,4962425
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"In the same year, FMP also released a trio album recorded with Peter Kowald and Wadada Leo Smith.",5,2,== Career ==,4962425
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"During the 1980s he also worked with Peter Brötzmann, Irene Schweizer, Cecil Taylor, and with the writer Gunter Grass.",7,2,== Career ==,4962425
the early 1990s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"In the early 1990s he began leading a trio with Didier Levallet, then with Theo Jörgensmann, and joined the faculty at Hochschule für Musik Carl Maria von Weber.",8,2,== Career ==,4962425
1974,CD,YEAR_REGEX_1,TIME,time_reference,"Gruppe Synopsis with Synopsis (Amiga, 1974)",0,4,== Discography ==,4962425
1979,CD,YEAR_REGEX_1,TIME,time_reference,"Hormusik (FMP, 1979)",0,5,== Discography ==,4962425
1980,CD,YEAR_REGEX_1,TIME,time_reference,"Touch the Earth with Wadada Leo Smith (FMP, 1980)",0,6,== Discography ==,4962425
1982,CD,YEAR_REGEX_1,TIME,time_reference,"Dedication with Hans-Günther Wauer (FMP, 1982)",0,7,== Discography ==,4962425
1983,CD,YEAR_REGEX_1,TIME,time_reference,"Hormusik Zwei (Nato, 1983)",0,8,== Discography ==,4962425
1983,CD,YEAR_REGEX_1,TIME,time_reference,"If You Want the Kernels You Have to Break the Shells with Peter Kowald (FMP, 1983)",0,9,== Discography ==,4962425
1984,CD,YEAR_REGEX_1,TIME,time_reference,"Pica Pica with Peter Brotzmann (FMP, 1984)",0,10,== Discography ==,4962425
1984,CD,YEAR_REGEX_1,TIME,time_reference,"Percussion Summit with John Purcell, Urszula Dudziak (Moers Music, 1984)",0,11,== Discography ==,4962425
1986,CD,YEAR_REGEX_1,TIME,time_reference,"Verschrankte Konstruktion with Hans-Günther Wauer (Amiga, 1986)",0,12,== Discography ==,4962425
