time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
Jun,NNP,MONTH_ABBR_REGEX,TIME,time_reference,"Jun Hyun-moo (born November 7, 1977) is a South Korean host and television personality.",0,0,,39252345
"November 7 , 1977","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Jun Hyun-moo (born November 7, 1977) is a South Korean host and television personality.",0,0,,39252345
Jun,NNP,MONTH_ABBR_REGEX,TIME,time_reference,Jun Hyun-moo on Twitter,0,13,== External links ==,39252345
