time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"February 10 , 1903 – October 29 , 1986","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1937,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1903,CD,YEAR_REGEX_1,TIME,time_reference,0,3
1921,CD,YEAR_REGEX_1,TIME,time_reference,1,3
17 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,3
1937,CD,YEAR_REGEX_1,TIME,time_reference,0,5
1958,CD,YEAR_REGEX_1,TIME,time_reference,1,6
"October 30 , 1986","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,11
