time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"December 13 , 1966","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"John Munson (born December 13, 1966) is an American musician who is best known as the bass player for Semisonic.",0,0,,2185157
the late 1980s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,He was also a member of Trip Shakespeare during the late 1980s and early 1990s.,1,0,,2185157
early 1990s,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,He was also a member of Trip Shakespeare during the late 1980s and early 1990s.,1,0,,2185157
1985,CD,YEAR_REGEX_1,TIME,time_reference,"Matt Wilson, lead vocalist of Trip Shakespeare, recalled how Munson joined that band in 1985:",0,2,== Trip Shakespeare ==,2185157
a few years,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"John is somebody that I'd played with in a band a few years earlier, so we already knew each other.",1,3,== Trip Shakespeare ==,2185157
Currently,NNP,TIMELINE_REGEX,TIME,time_reference,"Currently Munson is working on several different projects, including working with former Trip Shakespeare mate Matt Wilson on new songs as The Flops and later The Twilight Hours, and also on the New Standards, a band that plays covers of a wide variety of music in a jazz format.",0,8,== Current projects ==,2185157
later The Twilight Hours,RB DT NNP NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 DAY_TIME_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER TIME TIME,time_reference,"Currently Munson is working on several different projects, including working with former Trip Shakespeare mate Matt Wilson on new songs as The Flops and later The Twilight Hours, and also on the New Standards, a band that plays covers of a wide variety of music in a jazz format.",0,8,== Current projects ==,2185157
Winterbauer,NNP,SEASON_REGEX,TIME,time_reference,"While performing on Wits, Munson's back-up band was called the Witnesses and its members were as follows: Janey Winterbauer on vocals, Steve Roehm on vibes, Richard Medek on drums, and Joe Savage on pedal steel.",4,8,== Current projects ==,2185157
