time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"May 18 , 1963","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Mari Iijima (飯島 真理, Iijima Mari, born May 18, 1963) is a Japanese actress and singer.",0,0,,3804612
1982,CD,YEAR_REGEX_1,TIME,time_reference,"After being signed to JVC Victor in 1982, Mari first became known for her voice-acting role as Lynn Minmay in the anime Macross.",2,0,,3804612
1983,CD,YEAR_REGEX_1,TIME,time_reference,"Her debut original album, Rosé, was released in 1983, which was produced by composer Ryuichi Sakamoto.",3,0,,3804612
1982,CD,YEAR_REGEX_1,TIME,time_reference,Her original demo tape was picked up by JVC Victor in 1982 and she was signed to the record company as a singer-songwriter.,1,2,== Biography ==,3804612
September 1983,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"It debuted at number 10 on the charts in September 1983, and she started her career as a singer-songwriter.",5,2,== Biography ==,3804612
1989,CD,YEAR_REGEX_1,TIME,time_reference,Iijima moved to Los Angeles in 1989 to expand her music career.,6,2,== Biography ==,3804612
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"That same year, she appeared as a guest vocalist on Van Dyke Parks' album Tokyo Rose.",7,2,== Biography ==,3804612
the 2000,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"After releasing her first independent (and first English language) album, No Limit, she was nominated for the 2000 Los Angeles Music Awards' Best Pop Artist for the album and she was in the final four for the award.",8,2,== Biography ==,3804612
2006,CD,YEAR_REGEX_1,TIME,time_reference,She won the best Asian song for her track Unspoken Love from the album Wonderful People at the Just Plain Folks Awards in 2006 and performed as a guest performer.,0,3,== Biography ==,3804612
2006,CD,YEAR_REGEX_1,TIME,time_reference,"In 2006, she reprised her role as Lynn Minmay in ADV Films' English-language release of Macross, which made her the second Japanese voice actor to reprise her role in an English anime dub (following only Miyuki Sawashiro).",1,3,== Biography ==,3804612
August 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Iijima released her twenty-first studio album, called Echo, in August 2009.",0,4,== Biography ==,3804612
the 2020s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She has continued to perform into the 2020s, both live and in videos, but a Tokyo concert planned for August 2020 was postponed to January 11, 2021 (then to August 28, 2021), due to the CoVid-19 crisis.",3,4,== Biography ==,3804612
August 2020,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"She has continued to perform into the 2020s, both live and in videos, but a Tokyo concert planned for August 2020 was postponed to January 11, 2021 (then to August 28, 2021), due to the CoVid-19 crisis.",3,4,== Biography ==,3804612
"January 11 , 2021","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"She has continued to perform into the 2020s, both live and in videos, but a Tokyo concert planned for August 2020 was postponed to January 11, 2021 (then to August 28, 2021), due to the CoVid-19 crisis.",3,4,== Biography ==,3804612
"August 28 , 2021","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"She has continued to perform into the 2020s, both live and in videos, but a Tokyo concert planned for August 2020 was postponed to January 11, 2021 (then to August 28, 2021), due to the CoVid-19 crisis.",3,4,== Biography ==,3804612
the future,DT NN,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,"Iijima stated on her website that she ""likes the ring of '1.11'"" as a sign for the future.",4,4,== Biography ==,3804612
"June 22 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Barder, Ollie (June 22, 2017).",0,21,== External links ==,3804612
"October 29 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Retrieved October 29, 2019.",3,21,== External links ==,3804612
