time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"August 17 , 1949 – April 11 , 2013","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
a more than forty year,DT JJR IN JJ NN,INARTICLE_REGEX PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER NUMERAL TIME,time_reference,0,0
1967,CD,YEAR_REGEX_1,TIME,time_reference,2,0
Late 1960s,RB NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,2
early 1970s,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,2
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,3
1970,CD,YEAR_REGEX_1,TIME,time_reference,2,3
eight years old,CD NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,3,4
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,4
eighteen years old,JJ NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,time_reference,7,4
1967,CD,YEAR_REGEX_1,TIME,time_reference,10,4
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,5
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,5
1968 and 1969,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,5
1970,CD,YEAR_REGEX_1,TIME,time_reference,3,5
the 1968,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,5
the 1969,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,5
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,6,5
1970,CD,YEAR_REGEX_1,TIME,time_reference,6,5
1970,CD,YEAR_REGEX_1,TIME,time_reference,7,5
Saturday nights,NNP NNS,WEEK_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,8,5
Years,NNS,TIME_UNIT_REGEX,TIME,time_reference,9,5
1970,CD,YEAR_REGEX_1,TIME,time_reference,10,5
2007.04sdff070,CD,YEAR_REGEX_1,TIME,time_reference,12,5
1999,CD,YEAR_REGEX_1,TIME,time_reference,12,5
late 1970s,VB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,1,6
late 1970,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,7
early 1977,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,7
1971,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1972,CD,YEAR_REGEX_1,TIME,time_reference,3,7
year,NN,TIME_UNIT_REGEX,TIME,time_reference,5,7
1972,CD,YEAR_REGEX_1,TIME,time_reference,6,7
year,NN,TIME_UNIT_REGEX,TIME,time_reference,6,7
Right Now,RB RB,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,7,7
1972,CD,YEAR_REGEX_1,TIME,time_reference,8,7
