time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"April 30 , 1947 – May 1 , 2017","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Bruce Hampton (born Gustav Valentine Berglund III; April 30, 1947 – May 1, 2017) was an American musician.",0,0,,3717780
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"In the late 1960s he was a founding member of Atlanta, Georgia's avant-garde Hampton Grease Band.",1,0,,3717780
the 1971,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"As a member of the Hampton Grease Band, Bruce Hampton helped record the 1971 album Music to Eat.",0,2,== Career ==,3717780
the 1983,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,They performed several songs in the 1983 movie Getting It On.,4,2,== Career ==,3717780
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,Hampton helped start the 1990s seminal H.O.R.D.E. tours.,5,2,== Career ==,3717780
1994,CD,YEAR_REGEX_1,TIME,time_reference,"In 1994, Hampton then formed the progressive rock/jazz duo Fiji Mariners and recorded two albums on Capricorn Records with Dan Matrazzo who simultaneously played keys, drums, and bass.",7,2,== Career ==,3717780
a 1998,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,"Hampton was the voice of Warren, a talking potted shrub, in a 1998 episode (""Warren"") of the TV show Space Ghost Coast to Coast.",0,3,== Career ==,3717780
1996,CD,YEAR_REGEX_1,TIME,time_reference,"Hampton played Morris, the songwriting band manager, in Billy Bob Thornton's 1996 film Sling Blade.",1,3,== Career ==,3717780
2001,CD,YEAR_REGEX_1,TIME,time_reference,He also starred in Mike Gordon's 2001 film Outside Out as a guitar 'out'structor.,2,3,== Career ==,3717780
2002,CD,YEAR_REGEX_1,TIME,time_reference,It appears on her 2002 release Wait,4,3,== Career ==,3717780
March 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,It premiered at the Atlanta Film Festival in March 2012.,1,4,== Career ==,3717780
2012,CD,YEAR_REGEX_1,TIME,time_reference,Georgia Governor Nathan Deal presented Hampton with the Governor's Award In The Arts and Humanities in 2012.,2,4,== Career ==,3717780
2014,CD,YEAR_REGEX_1,TIME,time_reference,"In 2014, Hampton made a cameo in the music video for rap group Run The Jewels' single ""Blockbuster Night, Pt. 1"".",3,4,== Career ==,3717780
Night,NNP,DAY_TIME_REGEX,TIME,time_reference,"In 2014, Hampton made a cameo in the music video for rap group Run The Jewels' single ""Blockbuster Night, Pt. 1"".",3,4,== Career ==,3717780
"May 1 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On May 1, 2017, Hampton was honored by his friends at the Fox Theatre in Atlanta, Georgia for his 70th birthday.",0,6,== 70th birthday concert and death ==,3717780
several minutes,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"The band played for several minutes before Hampton was taken offstage; he died shortly thereafter at Emory University Hospital Midtown in Atlanta, Georgia.",3,7,== 70th birthday concert and death ==,3717780
1971,CD,YEAR_REGEX_1,TIME,time_reference,1971 – Music to Eat – Hampton Grease Band (Columbia Records),0,10,== Discography == | === Main releases ===,3717780
1978 – One,CD NNP CD,YEAR_REGEX_1 LINKAGE_REGEX BASIC_NUMBER_REGEX_1,TIME MODIFIER NUMERAL,time_point,1978 – One Ruined Life of a Bronze Tourist – Col. Bruce Hampton (Terminus Records),0,11,== Discography == | === Main releases ===,3717780
1980,CD,YEAR_REGEX_1,TIME,time_reference,1980 – Outside Looking Out – Col. Bruce Hampton and the Late Bronze Age (Terminus Records),0,12,== Discography == | === Main releases ===,3717780
1982,CD,YEAR_REGEX_1,TIME,time_reference,1982 – Isles of Langerhan – Col. Bruce Hampton and the Late Bronze Age (Terminus Records),0,13,== Discography == | === Main releases ===,3717780
1987,CD,YEAR_REGEX_1,TIME,time_reference,1987 – Arkansas – Col. Bruce Hampton (Terminus Records),0,14,== Discography == | === Main releases ===,3717780
1992,CD,YEAR_REGEX_1,TIME,time_reference,1992 – Col. Bruce Hampton & the Aquarium Rescue Unit – Col. Bruce Hampton and the Aquarium Rescue Unit (Capricorn Records),0,15,== Discography == | === Main releases ===,3717780
1993,CD,YEAR_REGEX_1,TIME,time_reference,1993 – Mirrors of Embarrassment – Col. Bruce Hampton and the Aquarium Rescue Unit (Capricorn Records),0,16,== Discography == | === Main releases ===,3717780
1994,CD,YEAR_REGEX_1,TIME,time_reference,1994 – Strange Voices: A History 1977–1987 – Col. Bruce Hampton (Landslide Records),0,17,== Discography == | === Main releases ===,3717780
1977–1987,CD,YEAR_REGEX_1,TIME,time_reference,1994 – Strange Voices: A History 1977–1987 – Col. Bruce Hampton (Landslide Records),0,17,== Discography == | === Main releases ===,3717780
1996,CD,YEAR_REGEX_1,TIME,time_reference,1996 – Fiji Mariners – Fiji Mariners featuring Col. Bruce Hampton (Volcano Records),0,18,== Discography == | === Main releases ===,3717780
1998,CD,YEAR_REGEX_1,TIME,time_reference,1998 – Live – Fiji Mariners featuring Col. Bruce Hampton (Volcano Records),0,19,== Discography == | === Main releases ===,3717780
2000,CD,YEAR_REGEX_1,TIME,time_reference,2000 – Bootleg Live! – The Codetalkers featuring Col. Bruce Hampton,0,20,== Discography == | === Main releases ===,3717780
