time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
12 November 1953,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Calum MacDonald  (Scottish Gaelic: Calum Dòmhnallach /kalˠəm dɔ̃ːnəlˠəx/; born 12 November 1953) is a musician who was a founder member of, and percussionist in, the Scottish Celtic rock band Runrig, as well as their primary songwriter with his older brother, Rory MacDonald from 1973 to 2018.",0,0,,20793791
1973 to 2018,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Calum MacDonald  (Scottish Gaelic: Calum Dòmhnallach /kalˠəm dɔ̃ːnəlˠəx/; born 12 November 1953) is a musician who was a founder member of, and percussionist in, the Scottish Celtic rock band Runrig, as well as their primary songwriter with his older brother, Rory MacDonald from 1973 to 2018.",0,0,,20793791
about four years old,IN CD NNS JJ,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,MODIFIER NUMERAL TIME MODIFIER,time_reference,"The family moved to North Uist, when Rory was about four years old.",2,2,== Early life ==,20793791
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"During the 1980s, MacDonald's Christian faith deepened and this influence began to be felt in his lyrical content, in both Gaelic and English.",0,5,== Later life ==,20793791
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,He was based in Edinburgh for the 1980s and early 1990s before re-locating his young family to Contin in the Highlands.,1,5,== Later life ==,20793791
early 1990s,RB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,He was based in Edinburgh for the 1980s and early 1990s before re-locating his young family to Contin in the Highlands.,1,5,== Later life ==,20793791
