time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"September 19 , 1892 – October 20 , 1953","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1920,CD,YEAR_REGEX_1,TIME,time_reference,1,2
1928,CD,YEAR_REGEX_1,TIME,time_reference,1,2
1970,CD,YEAR_REGEX_1,TIME,time_reference,2,4
of the Night,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER MODIFIER TIME,time_reference,0,19
of the Day,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,19
1894,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1955,CD,YEAR_REGEX_1,TIME,time_reference,0,21
16 February 1926,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,22
8 September 2005,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,22
1953,CD,YEAR_REGEX_1,TIME,time_reference,1,22
17 May 1958 – 21 April 2008,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,3,22
4 September 1921 – 9 August 1985,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,24
June,NNP,MONTH_REGEX,TIME,time_reference,1,24
Days,NNP,TIME_UNIT_REGEX,TIME,time_reference,2,24
"October 17 , 1912","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,4,24
"September , 1984-August , 1986","NNP , CD , CD",MONTH_REGEX COMMA_REGEX YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME MODIFIER TIME,time_reference,2,27
1986,CD,YEAR_REGEX_1,TIME,time_reference,3,27
"September , 1986-August , 1988","NNP , CD , CD",MONTH_REGEX COMMA_REGEX YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME MODIFIER TIME,time_reference,2,28
1988,CD,YEAR_REGEX_1,TIME,time_reference,3,28
"September , 1988-August , 1990","NNP , CD , CD",MONTH_REGEX COMMA_REGEX YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME MODIFIER TIME,time_reference,2,29
1990,CD,YEAR_REGEX_1,TIME,time_reference,3,29
1991,CD,YEAR_REGEX_1,TIME,time_reference,2,30
1966,CD,YEAR_REGEX_1,TIME,time_reference,3,31
1987,CD,YEAR_REGEX_1,TIME,time_reference,2,32
1966,CD,YEAR_REGEX_1,TIME,time_reference,2,33
1980,CD,YEAR_REGEX_1,TIME,time_reference,3,34
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,35
"January , 1946-July , 1949","NNP , CD , CD",MONTH_REGEX COMMA_REGEX YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME MODIFIER TIME,time_reference,2,36
1949,CD,YEAR_REGEX_1,TIME,time_reference,3,36
"September , 1952-August , 1955","NNP , CD , CD",MONTH_REGEX COMMA_REGEX YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME MODIFIER TIME,time_reference,2,37
1956,CD,YEAR_REGEX_1,TIME,time_reference,3,37
"September , 1961-August , 1964","NNP , CD , CD",MONTH_REGEX COMMA_REGEX YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME MODIFIER TIME,time_reference,2,38
1965,CD,YEAR_REGEX_1,TIME,time_reference,3,38
1900–1950,CD,YEAR_REGEX_1,TIME,time_reference,0,39
1974,CD,YEAR_REGEX_1,TIME,time_reference,3,39
1998,CD,YEAR_REGEX_1,TIME,time_reference,4,40
1998,CD,YEAR_REGEX_1,TIME,time_reference,5,40
1976,CD,YEAR_REGEX_1,TIME,time_reference,1,41
1991,CD,YEAR_REGEX_1,TIME,time_reference,2,42
1989,CD,YEAR_REGEX_1,TIME,time_reference,2,43
1962,CD,YEAR_REGEX_1,TIME,time_reference,5,44
1998,CD,YEAR_REGEX_1,TIME,time_reference,3,45
1978,CD,YEAR_REGEX_1,TIME,time_reference,3,46
2003,CD,YEAR_REGEX_1,TIME,time_reference,3,47
1979Inline,CD,YEAR_REGEX_1,TIME,time_reference,3,48
