time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
28 July 1960,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Malcolm Holmes (born 28 July 1960 in Birkenhead, England) is a British drummer.",0,0,,17622753
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,Margox in the late 1970s.,2,2,== Biography ==,17622753
1980,CD,YEAR_REGEX_1,TIME,time_reference,He joined OMD in 1980.,3,2,== Biography ==,17622753
1980,CD,YEAR_REGEX_1,TIME,time_reference,"On his first Top of the Pops TV performance in 1980, he performed standing up, playing an electronic drum kit.",5,2,== Biography ==,17622753
2006,CD,YEAR_REGEX_1,TIME,time_reference,He rejoined OMD when they reformed in 2006.,7,2,== Biography ==,17622753
July 2013,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In July 2013, while touring with OMD in Toronto, in reported stage temperatures of above 45 degrees Celsius, he collapsed during a show.",8,2,== Biography ==,17622753
28 July 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"The band later announced the cancellation of the rest of their tour, which included a headlining slot at Rewind Festival in Scotland on 28 July 2013, his 53rd birthday.",10,2,== Biography ==,17622753
the following months,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"After making a steady recovery over the following months, Holmes has continued to work in the music industry.",11,2,== Biography ==,17622753
