time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"March 5 , 1979","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Trash80 is a micromusic/bitpop project from Timothy Lamb (born  on March 5, 1979), a pioneer of independent Game Boy music.",0,0,,4559300
now,RB,TIMELINE_REGEX,TIME,time_reference,"The name ""Trash80"" is a reference to a slang term for the Tandy / Radio Shack computer model (now defunct)",4,0,,4559300
2003,CD,YEAR_REGEX_1,TIME,time_reference,In 2003 the EP Hologram was released.,0,1,,4559300
May 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,and in May 2008 the EP Icarus was released.,1,1,,4559300
the Fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"In the Fall of 2008, Trash80 unveiled the ArduinoBoy, a relatively cheap and easy-to-assemble device that allows MIDI synchronization with a Game Boy running the proper software.",2,1,,4559300
of 2008,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In the Fall of 2008, Trash80 unveiled the ArduinoBoy, a relatively cheap and easy-to-assemble device that allows MIDI synchronization with a Game Boy running the proper software.",2,1,,4559300
