time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"October 1 , 1918 – July 25 , 2013","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
nightclub,NN,DAY_TIME_REGEX,TIME,time_reference,5,0
2001 and 2004,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,1
2004,CD,YEAR_REGEX_1,TIME,time_reference,1,1
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,3
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,4
