time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
24 July 1911 – 20 April 1960,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
24 July 1911,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,2
one day,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,7,2
1924,CD,YEAR_REGEX_1,TIME,time_reference,11,2
thirteen years old,JJ NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,time_reference,11,2
1928,CD,YEAR_REGEX_1,TIME,time_reference,14,2
1940,CD,YEAR_REGEX_1,TIME,time_reference,1,4
1940,CD,YEAR_REGEX_1,TIME,time_reference,2,4
1952,CD,YEAR_REGEX_1,TIME,time_reference,4,4
1922 - 1976,CD : CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,0,8
1926 - 2012,CD : CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,0,9
1923 - 2000,CD : CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,0,9
1925,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1942,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1935 - 2015,CD : CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,0,9
2019,CD,YEAR_REGEX_1,TIME,time_reference,1,12
