time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
2017,CD,YEAR_REGEX_1,TIME,time_reference,"Her 2017 song ""Arere Yekkada"" was a major hit and brought recognition to her name and talent.",0,2,== Career ==,59779844
2018,CD,YEAR_REGEX_1,TIME,time_reference,"In 2018, she sang with Roll Rida in the song ""Arupu,"" released as a music video.",1,2,== Career ==,59779844
