time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
presenter,NN,TIMELINE_REGEX,TIME,time_reference,"Sidhu also tried his luck at acting, presenting quiz shows as quiz master, presenter of musical game show, singer as soloist in many Bengali films.",5,0,,68265086
2013,CD,YEAR_REGEX_1,TIME,time_reference,"In 2013, he and his band made their debut in Tollywood (Bengali cinema), composing the songs for Nil Nirjane.",7,0,,68265086
days,NNS,TIME_UNIT_REGEX,TIME,time_reference,Ray has been writing songs since his childhood days.,0,2,== Music ==,68265086
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Released in 1999 from HMV, it became a rage with a touch of blues and psychedelic rock.",2,2,== Music ==,68265086
1999,CD,YEAR_REGEX_1,TIME,time_reference,They tasted some success when their first self-titled album was released in 1999 by HMV.,6,2,== Music ==,68265086
2001–2002,CD,YEAR_REGEX_1,TIME,time_reference,Films: Nil Nirjane (2001–2002) =,1,7,== Discography == | === Films: Nil Nirjane (2001–2002) ===,68265086
2002,CD,YEAR_REGEX_1,TIME,time_reference,"In 2002, Cactus composed and performed the score for the Bengali movie Nil Nirjane.",0,8,== Discography == | === Films: Nil Nirjane (2001–2002) ===,68265086
Mon,NNP,WEEK_ABBR_REGEX,TIME,time_reference,"The song ""Mon"" from the soundtrack became extremely popular and is still a crowd favourite.",1,8,== Discography == | === Films: Nil Nirjane (2001–2002) ===,68265086
2002–2004,CD,YEAR_REGEX_1,TIME,time_reference,Rajar Raja (2002–2004),1,10,== Discography == | === Rajar Raja (2002–2004) ===,68265086
2004,CD,YEAR_REGEX_1,TIME,time_reference,The band released its second album titled 'Rajar Raja' in 2004.,0,11,== Discography == | === Rajar Raja (2002–2004) ===,68265086
2004–2008,CD,YEAR_REGEX_1,TIME,time_reference,Tuchho (2004–2008),1,12,== Discography == | === Tuchho (2004–2008) ===,68265086
2008,CD,YEAR_REGEX_1,TIME,time_reference,"The band released its third album, Tuccho, in 2008.",0,13,== Discography == | === Tuchho (2004–2008) ===,68265086
February 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,They were then featured in the Rock Street Journal's February 2009 issue.,4,13,== Discography == | === Tuchho (2004–2008) ===,68265086
2013,CD,YEAR_REGEX_1,TIME,time_reference,Blah Blah Blah (2013),1,15,== Discography == | === Blah Blah Blah (2013) ===,68265086
3 October 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Asha Audio produced the album and it was published on 3 October 2013.,2,16,== Discography == | === Blah Blah Blah (2013) ===,68265086
2017–2019,CD,YEAR_REGEX_1,TIME,time_reference,Tobuo Thik Acche (2017–2019),1,18,== Discography == | === Tobuo Thik Acche (2017–2019) ===,68265086
2017,CD,YEAR_REGEX_1,TIME,time_reference,"In 2017, Abhijit Barman (Pota) left the band due to differences in opinion.",0,19,== Discography == | === Tobuo Thik Acche (2017–2019) ===,68265086
2017 to 2019,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Finally, the songs were published as musical videos on their official YouTube channel from 2017 to 2019.",3,19,== Discography == | === Tobuo Thik Acche (2017–2019) ===,68265086
Day – 2018,NNP NNP CD,TIME_UNIT_REGEX LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_reference,Flipkart Big Billion Day – 2018 – Writer,0,26,== Filmography == | === Jingles and Advertisements ===,68265086
Past,NNP,TIMELINE_REGEX,TIME,time_reference,Past membersSanjay guitar,0,35,== Cactus Band ==,68265086
the year 2015,DT NN CD,PREFIX_REGEX_1 TIME_UNIT_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,"Ray has written & directed one short film, HaaBaaB in the year 2015.",0,52,== Director ==,68265086
