time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
4 July 1887 – 5 December 1970,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Ferdinand Grossmann (4 July 1887 – 5 December 1970) was an Austrian choral conductor, vocal teacher and composer.",0,0,,13956530
Some years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,Some years later in Vienna he attended a class of conducting given by Felix Weingartner.,1,1,,13956530
1923,CD,YEAR_REGEX_1,TIME,time_reference,In 1923 he established the Wiener Volkskonservatorium.,0,2,,13956530
