time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
AM,NNP,HALFDAY_REGEX_1,TIME,time_reference,0,0
21 November 1943,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,2
1967,CD,YEAR_REGEX_1,TIME,time_reference,1,2
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,2
of the next two decades,IN DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER NUMERAL TIME,time_reference,1,2
of the 1967,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,3
1969,CD,YEAR_REGEX_1,TIME,time_reference,1,3
1970,CD,YEAR_REGEX_1,TIME,time_reference,2,3
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,5
1972,CD,YEAR_REGEX_1,TIME,time_reference,4,5
early 1972,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,5
1972–73 and 1973–74,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,6
March 1975,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,6
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,6
3 weeks,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,6
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,8
This Day Tonight,DT NNP NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX DAY_TIME_REGEX,MODIFIER TIME TIME,time_reference,0,8
dayThough,NN,TIME_UNIT_REGEX,TIME,time_reference,0,9
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,11
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,11
1977,CD,YEAR_REGEX_1,TIME,time_reference,1,11
1975,CD,YEAR_REGEX_1,TIME,time_reference,2,11
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,11
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,11
now,RB,TIMELINE_REGEX,TIME,time_reference,5,11
1977,CD,YEAR_REGEX_1,TIME,time_reference,6,11
the night,DT NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,7,11
an hour,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,7,11
2006,CD,YEAR_REGEX_1,TIME,time_reference,9,11
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,12
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,12
the early 2000s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,2,12
2005/2006,CD,YEAR_REGEX_1,TIME,time_reference,2,12
1990,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1996,CD,YEAR_REGEX_1,TIME,time_reference,1,13
the early 2000s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,13
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,14
a presenter,DT NN,INARTICLE_REGEX TIMELINE_REGEX,MODIFIER TIME,time_reference,0,14
six years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,14
1999 and 2000,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,15
1977,CD,YEAR_REGEX_1,TIME,time_reference,1,15
Weekend,NNP,TIME_UNIT_REGEX,TIME,time_reference,1,15
30 March 2006,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,16
October 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,18
11 June 2012,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,20
