time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
14 November 1935,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,1
today,NN,TIMELINE_REGEX,TIME,time_reference,1,1
1924,CD,YEAR_REGEX_1,TIME,time_reference,2,1
third year,JJ NN,ORDINAL_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,1
1959,CD,YEAR_REGEX_1,TIME,time_reference,4,1
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,2
1969,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1960 to 1990,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,2
