time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"September 26 , 1965 – August 8 , 1990","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Joel Rundell (September 26, 1965 – August 8, 1990) was an American musician best known as one of the four original members and lead guitarist of the Louisiana-based alternative rock band Better Than Ezra.",0,0,,8805802
"August 8 , 1990","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Rundell died by suicide on August 8, 1990, nearly a year after the release of the band's first album, Surprise.",2,0,,8805802
nearly a year,RB DT NN,PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Rundell died by suicide on August 8, 1990, nearly a year after the release of the band's first album, Surprise.",2,0,,8805802
the end of 1990,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,"After his death, the band went on hiatus before reuniting as a trio by the end of 1990.",3,0,,8805802
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, Rundell's family and former drummer Cary Bonnecaze sued the band.",4,0,,8805802
1990,CD,YEAR_REGEX_1,TIME,time_reference,Surprise (1990),0,3,== Discography == | === with Better Than Ezra ===,8805802
