time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
7 December 1863 – 2 August 1945,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1890,CD,YEAR_REGEX_1,TIME,time_reference,1,0
7 December 1863,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,3
year,NN,TIME_UNIT_REGEX,TIME,time_reference,2,3
1876,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1879 and 1880,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,4
1880–1889,CD,YEAR_REGEX_1,TIME,time_reference,1,5
9 February 1881,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,6
year,NN,TIME_UNIT_REGEX,TIME,time_reference,2,6
1882,CD,YEAR_REGEX_1,TIME,time_reference,0,7
6 May,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,7
12 October,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,2,7
9 January 1883,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,8
1884,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1885,CD,YEAR_REGEX_1,TIME,time_reference,0,10
That year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,10
1886,CD,YEAR_REGEX_1,TIME,time_reference,0,11
That December,DT NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,1,11
February 1888,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,12
July,NNP,MONTH_REGEX,TIME,time_reference,4,12
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,5,12
27 May,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,5,12
3 February 1889,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,13
The next day,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,13
3 January 1891,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,13
1892,CD,YEAR_REGEX_1,TIME,time_reference,3,13
