time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"October 31 , 1939","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,2
November,NNP,MONTH_REGEX,TIME,time_reference,1,2
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,2
the early 1990s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,2,2
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,8,2
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,8
November,NNP,MONTH_REGEX,TIME,time_reference,0,9
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,14
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,16
1981,CD,YEAR_REGEX_1,TIME,time_reference,0,17
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,18
the Morning,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,19
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,19
of previously,IN RB,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,0,19
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,20
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1990,CD,YEAR_REGEX_1,TIME,time_reference,0,22
1992,CD,YEAR_REGEX_1,TIME,time_reference,0,23
1995,CD,YEAR_REGEX_1,TIME,time_reference,0,24
of previously,IN RB,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,0,24
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,25
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,26
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,27
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,28
2003,CD,YEAR_REGEX_1,TIME,time_reference,0,29
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,30
2006,CD,YEAR_REGEX_1,TIME,time_reference,0,31
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,32
2012,CD,YEAR_REGEX_1,TIME,time_reference,0,33
Now,RB,TIMELINE_REGEX,TIME,time_reference,0,34
2015,CD,YEAR_REGEX_1,TIME,time_reference,0,34
2017,CD,YEAR_REGEX_1,TIME,time_reference,0,35
the Morning,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,37
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,37
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,38
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,39
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,41
1987,CD,YEAR_REGEX_1,TIME,time_reference,0,42
The First 15 Years,DT JJ CD NNS,PREFIX_REGEX_1 ORDINAL_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL NUMERAL TIME,time_reference,0,43
1990,CD,YEAR_REGEX_1,TIME,time_reference,2,43
1990,CD,YEAR_REGEX_1,TIME,time_reference,0,44
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,45
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,46
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,51
Five Days,NNP NNP,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,54
of Jan,IN NNP,PREFIX_REGEX_1 MONTH_ABBR_REGEX,MODIFIER TIME,time_reference,0,55
a Night,DT NNP,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,56
A Christmas,NNP NNP,INARTICLE_REGEX HOLIDAY_REGEX,MODIFIER TIME,time_reference,0,56
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,56
