time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
4 February 1922 – 24 January 2011,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1964 to 1982,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,0
annually,RB,PERIOD_REGEX,TIME,time_reference,5,0
1998,CD,YEAR_REGEX_1,TIME,time_reference,6,0
2009,CD,YEAR_REGEX_1,TIME,time_reference,7,0
4 February 1922,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,2
1933,CD,YEAR_REGEX_1,TIME,time_reference,2,6
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,6
more than one year,JJR IN CD NN,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,6,6
1936,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1941,CD,YEAR_REGEX_1,TIME,time_reference,0,10
the next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,10
1942,CD,YEAR_REGEX_1,TIME,time_reference,1,10
1943,CD,YEAR_REGEX_1,TIME,time_reference,2,10
1946,CD,YEAR_REGEX_1,TIME,time_reference,3,10
1984,CD,YEAR_REGEX_1,TIME,time_reference,4,10
the years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,6,12
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,17
of the 50th year,IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,2,17
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,19
1958,CD,YEAR_REGEX_1,TIME,time_reference,3,19
1985,CD,YEAR_REGEX_1,TIME,time_reference,3,19
1953,CD,YEAR_REGEX_1,TIME,time_reference,0,21
the second weekend,DT JJ NN,PREFIX_REGEX_1 ORDINAL_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,1,21
of December,IN NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,1,21
annually,RB,PERIOD_REGEX,TIME,time_reference,2,21
1953,CD,YEAR_REGEX_1,TIME,time_reference,2,21
2002,CD,YEAR_REGEX_1,TIME,time_reference,2,21
annually,RB,PERIOD_REGEX,TIME,time_reference,0,24
the year 1953,DT NN CD,PREFIX_REGEX_1 TIME_UNIT_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,0,24
1944,CD,YEAR_REGEX_1,TIME,time_reference,1,26
1951,CD,YEAR_REGEX_1,TIME,time_reference,3,26
1951,CD,YEAR_REGEX_1,TIME,time_reference,4,26
31 December 2010,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,28
three days,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,28
24 January 2011,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,4,28
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,31
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,32
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,33
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,34
1986,CD,YEAR_REGEX_1,TIME,time_reference,0,35
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,36
2000,CD,YEAR_REGEX_1,TIME,time_reference,0,37
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,38
2003,CD,YEAR_REGEX_1,TIME,time_reference,0,39
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,40
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,41
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,42
2009,CD,YEAR_REGEX_1,TIME,time_reference,0,43
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,44
2017,CD,YEAR_REGEX_1,TIME,time_reference,0,45
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,48
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,49
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,50
