time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
The Autumn,DT NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,John Chadwick Stirratt is an American bassist and multi-instrumentalist for Wilco and The Autumn Defense.,0,0,,1194941
1990,CD,YEAR_REGEX_1,TIME,time_reference,"After the breakup of The Hilltops in 1990 Stirratt recorded a record under the name The Gimmecaps and briefly joined the Lafayette, Louisiana, band The Bluerunners before joining Uncle Tupelo in 1992 as bassist/guitarist on their last album Anodyne.",0,4,== Early career ==,1194941
1992,CD,YEAR_REGEX_1,TIME,time_reference,"After the breakup of The Hilltops in 1990 Stirratt recorded a record under the name The Gimmecaps and briefly joined the Lafayette, Louisiana, band The Bluerunners before joining Uncle Tupelo in 1992 as bassist/guitarist on their last album Anodyne.",0,4,== Early career ==,1194941
The Autumn,DT NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,Wilco and The Autumn Defense ==,1,5,== Wilco and The Autumn Defense ==,1194941
1994,CD,YEAR_REGEX_1,TIME,time_reference,"After the breakup of Uncle Tupelo, Stirratt rejoined Jeff Tweedy, Ken Coomer, and Max Johnston to found Wilco in 1994.",0,6,== Wilco and The Autumn Defense ==,1194941
late 1996,JJ NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Stirratt also joined Wilco members Jay Bennett and Ken Coomer to form Courtesy Move, an early Wilco side project that recorded an album in late 1996 that was never released.",2,6,== Wilco and The Autumn Defense ==,1194941
The Autumn,DT NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,Stirratt formed The Autumn Defense in 2000 with friend and fellow New Orleanian Pat Sansone.,0,7,== Wilco and The Autumn Defense ==,1194941
2000,CD,YEAR_REGEX_1,TIME,time_reference,Stirratt formed The Autumn Defense in 2000 with friend and fellow New Orleanian Pat Sansone.,0,7,== Wilco and The Autumn Defense ==,1194941
The Autumn,DT NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,The Autumn Defense,0,11,== External links ==,1194941
