time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1962,CD,YEAR_REGEX_1,TIME,time_reference,Chris Haskett (born 1962) is a guitarist.,0,0,,1083356
1986 to 1997,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,He was a member of the Rollins Band from 1986 to 1997 and again for the band's reunion in 2006.,1,0,,1083356
2006,CD,YEAR_REGEX_1,TIME,time_reference,He was a member of the Rollins Band from 1986 to 1997 and again for the band's reunion in 2006.,1,0,,1083356
1976–1977,CD,YEAR_REGEX_1,TIME,time_reference,He spent 1976–1977 in the UK where he was greatly inspired by the birth of the UK punk scene.,1,2,== Biography ==,1083356
Sun,NNP,WEEK_ABBR_REGEX,TIME,time_reference,"Heavily inspired by such diverse influences as Sun Ra, The Art Ensemble of Chicago, The Damned and Captain Beefheart, the band existed at the fringes of what would eventually turn into Washington, D.C. hardcore.",3,2,== Biography ==,1083356
1982,CD,YEAR_REGEX_1,TIME,time_reference,In 1982 he moved to Leeds to finish an undergraduate degree in Philosophy.,0,3,== Biography ==,1083356
1985,CD,YEAR_REGEX_1,TIME,time_reference,In Search of a Decent Haircut on Crammed Discs in 1985.,5,3,== Biography ==,1083356
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,The Absent Legends disbanded the following year.,6,3,== Biography ==,1083356
the Summer,DT NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"During a return visit to Washington, D.C. in the Summer of 1986, Haskett encountered longtime friend Henry Rollins.",0,4,== Biography ==,1083356
of 1986,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"During a return visit to Washington, D.C. in the Summer of 1986, Haskett encountered longtime friend Henry Rollins.",0,4,== Biography ==,1083356
1984,CD,YEAR_REGEX_1,TIME,time_reference,The two had been in regular contact since 1984 and often discussed musical collaboration.,1,4,== Biography ==,1083356
1987 to 1997,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1987 to 1997, Haskett was the guitarist in the Rollins Band.",0,5,== Biography ==,1083356
1994,CD,YEAR_REGEX_1,TIME,time_reference,In 1994 they were nominated for a Grammy and performed live at the ceremony.,2,5,== Biography ==,1083356
1998,CD,YEAR_REGEX_1,TIME,time_reference,This incarnation broke up in 1998 after finishing their tour on the Come In and Burn album.,3,5,== Biography ==,1083356
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,Throughout the 1990s he played his own instrumental compositions live with various bands.,1,6,== Biography ==,1083356
1995,CD,YEAR_REGEX_1,TIME,time_reference,1995 saw his first solo release Language,3,6,== Biography ==,1083356
1997,CD,YEAR_REGEX_1,TIME,time_reference,"In 1997 he released the CD ""Nonfiction"" in collaboration with drummer Brandon Finley (of Dog Eat Dog).",5,6,== Biography ==,1083356
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"The CD was a fusion of electric jazz and the go-go music that had been the soundtrack to his Washington, D.C. teen years.",6,6,== Biography ==,1083356
2002,CD,YEAR_REGEX_1,TIME,time_reference,"2002 saw the release of ""[2]"" which showcased a more conventional approach to the electric guitar and allowed his debt to his heroes such as Zappa and Beck to show through.",7,6,== Biography ==,1083356
2011,CD,YEAR_REGEX_1,TIME,time_reference,He reunited with Brandon Finley for 2011's Maybe Definitely,8,6,== Biography ==,1083356
2014,CD,YEAR_REGEX_1,TIME,time_reference,"In 2014, he released The Courage Born of Conflicting Terrors [4]"" in collaboration with Nick Enfield and Mirna Sodre.",10,6,== Biography ==,1083356
2017,CD,YEAR_REGEX_1,TIME,time_reference,There are three releases slated for 2017.,0,7,== Biography ==,1083356
the end of the 1990s,DT NN IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,"Other past projects included collaborations with Reeves Gabrels at the end of the 1990s, the Preaching to the Perverted Tour with Pigface, the Cassandra Complex, Foetus (""Blow tour 2001"").",0,8,== Biography ==,1083356
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Other past projects included collaborations with Reeves Gabrels at the end of the 1990s, the Preaching to the Perverted Tour with Pigface, the Cassandra Complex, Foetus (""Blow tour 2001"").",0,8,== Biography ==,1083356
Now,RB,TIMELINE_REGEX,TIME,time_reference,"Now resident in Australia, Haskett continues to record and tour.",0,9,== Biography ==,1083356
1991,CD,YEAR_REGEX_1,TIME,time_reference,"Haskett was one of the first ""indie"" guitarists to put Paul Reed Smith guitars in front of large audiences notably on the Rollins Band's 1991 tour on the first Lollapalooza.",0,11,== Equipment ==,1083356
More recently,RBR RB,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,"More recently, his association with Paul Reed Smith resulted in a unique 9-string custom which has the lower E-A-D strings coursed for a 12-string sound but leaves the high G-B-E strings single to allow easier bends and solos.",2,11,== Equipment ==,1083356
