time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
21 November 1852 – 15 December 1909,CD NNP CD NN CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
21 November 1852,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,2
1862,CD,YEAR_REGEX_1,TIME,time_reference,0,4
ten years old,JJ NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,time_reference,4,4
Three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,5
1865,CD,YEAR_REGEX_1,TIME,time_reference,0,5
1874,CD,YEAR_REGEX_1,TIME,time_reference,0,6
a recently,DT RB,INARTICLE_REGEX TIMELINE_REGEX,MODIFIER TIME,time_reference,1,6
the end of the 1870s,DT NN IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,0,7
the winter,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,0,8
of 1880,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,8
1881,CD,YEAR_REGEX_1,TIME,time_reference,0,9
that moment,DT NN,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,8,9
Christmas 1882,NNP CD,HOLIDAY_REGEX YEAR_REGEX_1,TIME TIME,time_reference,11,9
the winter,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,1,10
1885,CD,YEAR_REGEX_1,TIME,time_reference,1,10
1899,CD,YEAR_REGEX_1,TIME,time_reference,3,11
the later 1880s,DT RB CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,12
1903,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1900,CD,YEAR_REGEX_1,TIME,time_reference,1,12
the following morning,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER MODIFIER TIME,time_reference,1,12
about 1902,RB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,12
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,3,12
January 1906,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,13
2 December 1909,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,13
thirteen days,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,13
15 December,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,2,13
1906,CD,YEAR_REGEX_1,TIME,time_reference,0,24
2019,CD,YEAR_REGEX_1,TIME,time_reference,3,24
1869,CD,YEAR_REGEX_1,TIME,time_reference,0,25
17 year old,CD NN JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,0,25
1883,CD,YEAR_REGEX_1,TIME,time_reference,0,26
1888,CD,YEAR_REGEX_1,TIME,time_reference,0,27
1934,CD,YEAR_REGEX_1,TIME,time_reference,2,30
1960/,CD,YEAR_REGEX_1,TIME,time_reference,1,31
1978,CD,YEAR_REGEX_1,TIME,time_reference,3,31
1830,CD,YEAR_REGEX_1,TIME,time_reference,0,37
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,37
1001 and 1002,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,38
"October 27 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,49
