time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
2010,CD,YEAR_REGEX_1,TIME,time_reference,"He is the founder of the imprint label Diffused Music, which was established in 2010 and focuses primarily on progressive house and tech house.",1,0,,11203999
2000,CD,YEAR_REGEX_1,TIME,time_reference,"Initially known as Warrior, Michael Woods had his first hits in 2000 with the debut single ""Warrior"" and the follow-up ""Voodoo"".",0,2,== Biography ==,11203999
2003,CD,YEAR_REGEX_1,TIME,time_reference,"Woods became widely known for the songs ""If U Want Me"" (2003), featuring Australian model Imogen Bailey, and ""Solex (Close to the Edge)"" (2003), featuring vocals by Juliette Jaimes, known best for her Holly Valance cover, ""Kiss Kiss"" (2002).",4,2,== Biography ==,11203999
2003,CD,YEAR_REGEX_1,TIME,time_reference,"Woods became widely known for the songs ""If U Want Me"" (2003), featuring Australian model Imogen Bailey, and ""Solex (Close to the Edge)"" (2003), featuring vocals by Juliette Jaimes, known best for her Holly Valance cover, ""Kiss Kiss"" (2002).",4,2,== Biography ==,11203999
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Woods became widely known for the songs ""If U Want Me"" (2003), featuring Australian model Imogen Bailey, and ""Solex (Close to the Edge)"" (2003), featuring vocals by Juliette Jaimes, known best for her Holly Valance cover, ""Kiss Kiss"" (2002).",4,2,== Biography ==,11203999
2005,CD,YEAR_REGEX_1,TIME,time_reference,"Her vocals also appear on ""So Special"" (2005), which was the result of co-operation between Michael Woods and Judge Jules.",8,2,== Biography ==,11203999
of Dawn,IN NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,"She has also joined Michael with Out of Office and released their second single, ""Break of Dawn"", to follow up the 2007 single, ""Hands Up"".",9,2,== Biography ==,11203999
the 2007,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She has also joined Michael with Out of Office and released their second single, ""Break of Dawn"", to follow up the 2007 single, ""Hands Up"".",9,2,== Biography ==,11203999
June 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Michael produced the track ""Changed the Way You Kiss Me"" for singer & rapper Example which debuted at No.1 in the UK singles charts in June 2011.",0,3,== Biography ==,11203999
currently,RB,TIMELINE_REGEX,TIME,time_reference,"Michael Woods is currently operating under the project name ""Offaiah"", which is a play on the words ""All"" and ""Fire"".",0,4,== Biography ==,11203999
12 March 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Retrieved 12 March 2013.,2,9,== External links ==,11203999
