time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
27 October 1972,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Elissar Zakaria Khoury (Arabic: إليسار زكريا خوري; born 27 October 1972), commonly known as Elissa (Arabic: إليسا), is a Lebanese recording artist.",0,0,,31232965
Eastern,NNP,HOLIDAY_REGEX,TIME,time_reference,She has been among the highest-selling female Middle Eastern artists since 2005.,2,0,,31232965
2005,CD,YEAR_REGEX_1,TIME,time_reference,She has been among the highest-selling female Middle Eastern artists since 2005.,2,0,,31232965
2005,CD,YEAR_REGEX_1,TIME,time_reference,"In 2005, she became the first Lebanese singer to receive the World Music Award for Best Selling Middle Eastern Artist, an award that she received again in 2006 and 2010.",3,0,,31232965
Eastern,NNP,HOLIDAY_REGEX,TIME,time_reference,"In 2005, she became the first Lebanese singer to receive the World Music Award for Best Selling Middle Eastern Artist, an award that she received again in 2006 and 2010.",3,0,,31232965
2006 and 2010,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"In 2005, she became the first Lebanese singer to receive the World Music Award for Best Selling Middle Eastern Artist, an award that she received again in 2006 and 2010.",3,0,,31232965
currently,RB,TIMELINE_REGEX,TIME,time_reference,She has currently sold over 30 million albums worldwide.,4,0,,31232965
of 2019,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"As of 2019, Elissa has over 50 million followers on social media.",6,0,,31232965
2018,CD,YEAR_REGEX_1,TIME,time_reference,"In 2018, Elissa appeared as a judge on The Voice: Ahla Sawt, the Arab edition of The Voice.",7,0,,31232965
1992–99,CD,YEAR_REGEX_1,TIME,time_reference,"1992–99: Career beginnings, Studio El Fan, and debut album Baddy Doub =",1,4,"== Career == | === 1992–99: Career beginnings, Studio El Fan, and debut album Baddy Doub ===",31232965
1992,CD,YEAR_REGEX_1,TIME,time_reference,"Elissa's musical career began in 1992, when she won the silver medal in Studio El Fan, a Lebanese music competition.",0,5,"== Career == | === 1992–99: Career beginnings, Studio El Fan, and debut album Baddy Doub ===",31232965
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Her debut studio album, Baddy Doub (I Want to Melt), was released by EMI Music Arabia in 1999.",0,6,"== Career == | === 1992–99: Career beginnings, Studio El Fan, and debut album Baddy Doub ===",31232965
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"In the same year, Elissa got her first big brand deal when shampoo brand Head & Shoulders took her on as the empowering and bold face of the company in the Middle East.",2,6,"== Career == | === 1992–99: Career beginnings, Studio El Fan, and debut album Baddy Doub ===",31232965
2000–2003,CD,YEAR_REGEX_1,TIME,time_reference,2000–2003:,1,7,== Career == | === 2000–2003: W Akherta Maak and Ayshalak ===,31232965
September 2000,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Elissa released her second album, W Akherta Maak (To the End With You) in September 2000.",0,8,== Career == | === 2000–2003: W Akherta Maak and Ayshalak ===,31232965
that year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"In that year, she won the Murex d'Or award for Best Female Artist.",3,8,== Career == | === 2000–2003: W Akherta Maak and Ayshalak ===,31232965
June 2002,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Her third studio album, Ayshalak (I Live For You), was released in June 2002.",0,9,== Career == | === 2000–2003: W Akherta Maak and Ayshalak ===,31232965
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"On the same year, Elissa inaugurated Kuwait's Virgin Megastore with Sir Richard Branson.",4,9,== Career == | === 2000–2003: W Akherta Maak and Ayshalak ===,31232965
Nights,NNS,DAY_TIME_REGEX,TIME,time_reference,"She appeared on a collaboration with Irish singer Chris de Burgh in the duet ""Lebanese Nights"", featured on his 2002 album Timing is Everything.",5,9,== Career == | === 2000–2003: W Akherta Maak and Ayshalak ===,31232965
2002,CD,YEAR_REGEX_1,TIME,time_reference,"She appeared on a collaboration with Irish singer Chris de Burgh in the duet ""Lebanese Nights"", featured on his 2002 album Timing is Everything.",5,9,== Career == | === 2000–2003: W Akherta Maak and Ayshalak ===,31232965
2003–06,CD,YEAR_REGEX_1,TIME,time_reference,2003–06:,1,10,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
December 2003,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In December 2003, Elissa signed a four-year promotional deal with Pepsi, becoming the Middle East's brand ambassador.",0,11,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
January 2004,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In January 2004, she appeared at a Pepsi press conference in London, England alongside American recording artists Beyoncé, Britney Spears and Pink.",1,11,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
2004,CD,YEAR_REGEX_1,TIME,time_reference,"In 2004, Elissa signed with Saudi Arabian entertainment group Rotana, under which she released her fourth studio album, Ahla Dounya (The Best in the World) on 19 April.",0,12,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
19 April,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,"In 2004, Elissa signed with Saudi Arabian entertainment group Rotana, under which she released her fourth studio album, Ahla Dounya (The Best in the World) on 19 April.",0,12,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
Every Day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"The album had various singles and accompanying music videos including ""Koul Youm Fi Oumri"" (Every Day of My Life), ""Irjaa Lilshowk"" (Return to Love) and ""Hobak Wajaa' (Inta Lameen)""",1,12,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
the end of 2004,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,"By the end of 2004, ""Ahla Dounya"" had sold about 3.4 million copies.",5,12,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
2005,CD,YEAR_REGEX_1,TIME,time_reference,"In 2005, Elissa became the first Lebanese artist to ever receive a World Music Award for Best Selling Artist from the Middle East.",6,12,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
December 2005,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In December 2005, she received the Murex d'Or for Best Lebanese Artist and Best Video Clip for ""Hobak Wajaa'"".",8,12,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
2017,CD,YEAR_REGEX_1,TIME,time_reference,"Despite the huge success, Elissa revealed in an interview in 2017, she felt that this album was a step back from ""Ayshalak"", although it is a fan favorite.",9,12,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
16 February 2006,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 16 February 2006, she released her fifth studio album Bastanak (Awaiting You).",0,13,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
Years,NNP,TIME_UNIT_REGEX,TIME,time_reference,"Other popular songs on the album included ""Kermalak"" (For You), ""Taa"" (Come), ""Fatet Sineen"" (Years Passed), and ""Zanbi Ana"" (My Fault); the latter composed by Marwan Khoury.",2,13,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
15 November,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,"On 15 November, Elissa received her second World Music Award in a row for the sales of this album.",3,13,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
of 2006,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"As of 2006, ""Bastanak"" had sold 3.7 million copies.",4,13,"== Career == | === 2003–06: Further recognition, Ahla Dounya and Bastanak ===",31232965
2007–10,CD,YEAR_REGEX_1,TIME,time_reference,2007–10: Ayami Beek and Tesadaa Bemeen =,1,14,== Career == | === 2007–10: Ayami Beek and Tesadaa Bemeen ===,31232965
18 December 2007,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Elissa's sixth studio album Ayami Beek (My Days With You) was released on 18 December 2007.,0,15,== Career == | === 2007–10: Ayami Beek and Tesadaa Bemeen ===,31232965
The End of Winter,DT NN IN NNP,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 SEASON_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,"Including one of Elissa's bigger hits ""Betmoun"" (I Owe You) as well as ""Awakher El Shita"" (The End of Winter), ""Ayami Beek"" and ""Khod Balak Alaya"" (Take Care of Me).",1,15,== Career == | === 2007–10: Ayami Beek and Tesadaa Bemeen ===,31232965
26 December 2009,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Tesadaa Bemeen (Who Do You Believe), her seventh studio album, was released on 26 December 2009 and included one of her signature songs ""Aa Bali Habibi"" (Darling I Want...) and titular song ""Tesadaa Bemeen"".",2,15,== Career == | === 2007–10: Ayami Beek and Tesadaa Bemeen ===,31232965
November 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In November 2010, she was awarded the prize for ""Best Arab Female Artist"" in the Jordan Music Awards and the Big Apple Music Award for ""Best Female Artist"" in the Middle East a few days later.",4,15,== Career == | === 2007–10: Ayami Beek and Tesadaa Bemeen ===,31232965
a few days,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In November 2010, she was awarded the prize for ""Best Arab Female Artist"" in the Jordan Music Awards and the Big Apple Music Award for ""Best Female Artist"" in the Middle East a few days later.",4,15,== Career == | === 2007–10: Ayami Beek and Tesadaa Bemeen ===,31232965
Min,NNP,TIME_UNIT_REGEX,TIME,time_reference,"Tesadaa Bemeen received critical acclaim for its differing and darker themes and stronger vocal delivery throughout the album, including songs such as ""Min Gheir Mounasba"" (For No Reason), ""Fi Shi Nkasar"" (Something Broke) and ""Eftakart"" (I Remembered).",5,15,== Career == | === 2007–10: Ayami Beek and Tesadaa Bemeen ===,31232965
2012–15,CD,YEAR_REGEX_1,TIME,time_reference,"2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor =",1,16,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
19 June 2012,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Her eighth studio album, Asaad Wahda (The Happiest One), was released on 19 June 2012.",0,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,The latter's video was released the following year.,2,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"During the summer of 2012, Elissa released the title song for the ""Maa Sabk Al Esrar"" series.",3,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
of 2012,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"During the summer of 2012, Elissa released the title song for the ""Maa Sabk Al Esrar"" series.",3,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
December 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In December 2012, Elissa was chosen to be one of the judges of The X Factor Arabia; It was on the air the first four months of 2013.",4,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
the first four months,DT JJ CD NNS,PREFIX_REGEX_1 ORDINAL_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL NUMERAL TIME,time_reference,"In December 2012, Elissa was chosen to be one of the judges of The X Factor Arabia; It was on the air the first four months of 2013.",4,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
of 2013,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In December 2012, Elissa was chosen to be one of the judges of The X Factor Arabia; It was on the air the first four months of 2013.",4,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
23 June 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 23 June 2013 Elissa received two Murex D’or awards, for the Best Lebanese Singer and Best Arabic Song for ""Asaad Wahda"".",5,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"During the summer of 2014, Elissa released a song titled ""Law"" (What If), composed by Marwan Khoury.",6,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
of 2014,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"During the summer of 2014, Elissa released a song titled ""Law"" (What If), composed by Marwan Khoury.",6,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
July 2014,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Elissa released her ninth studio album Halet Hob (A State of Love) in July 2014.,7,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
12 December 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"She released the first music video of ""Hob Kol Hayati"" (Love of My Life) on 12 December 2014.",9,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
14 March 2015,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Elissa returned as a judge on The X Factor for its second season on 14 March 2015.,10,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
29 April 2015,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Elissa released her cover version of ""Mawtini"" on 29 April 2015, along with its music video.",11,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
14 May 2015,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"The second video from her ninth studio album was released on 14 May 2015, for ""Ya Merayti"" (My Mirror).",12,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
early 2016,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,The titular song was released as the final single in early 2016.,13,17,"== Career == | === 2012–15: Asaad Wahda, Halet Hob, and MBC The X Factor ===",31232965
2016–17,CD,YEAR_REGEX_1,TIME,time_reference,2016–17: Saharna Ya Lail =,1,18,== Career == | === 2016–17: Saharna Ya Lail ===,31232965
Night,NNP,DAY_TIME_REGEX,TIME,time_reference,"Elissa released her tenth studio album Saharna Ya Lail (Keep Us Up All Night) during the summer of 2016, which included singles ""Saharna Ya Lail"", ""Maliket El Ehsas"" (Queen of Emotions) and ""Aaks Elli Shayfenha"" (The Opposite of What You See).",0,19,== Career == | === 2016–17: Saharna Ya Lail ===,31232965
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"Elissa released her tenth studio album Saharna Ya Lail (Keep Us Up All Night) during the summer of 2016, which included singles ""Saharna Ya Lail"", ""Maliket El Ehsas"" (Queen of Emotions) and ""Aaks Elli Shayfenha"" (The Opposite of What You See).",0,19,== Career == | === 2016–17: Saharna Ya Lail ===,31232965
of 2016,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Elissa released her tenth studio album Saharna Ya Lail (Keep Us Up All Night) during the summer of 2016, which included singles ""Saharna Ya Lail"", ""Maliket El Ehsas"" (Queen of Emotions) and ""Aaks Elli Shayfenha"" (The Opposite of What You See).",0,19,== Career == | === 2016–17: Saharna Ya Lail ===,31232965
of August 2019,IN NNP CD,PREFIX_REGEX_1 MONTH_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,"Despite not being released as a single, the lyric video for ""Maktooba Leek"" (Written for You) amassed over 120 million views (as of August 2019) on Rotana's official YouTube page, making it the most watched video on their channel.",1,19,== Career == | === 2016–17: Saharna Ya Lail ===,31232965
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The following year, Elissa released a music video for ""Aaks Elli Shayfenha"".",2,19,== Career == | === 2016–17: Saharna Ya Lail ===,31232965
