time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
21 May 1980,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Anika Rose Moa (born 21 May 1980) is a New Zealand recording artist and television presenter.,0,0,,1924456
presenter,NN,TIMELINE_REGEX,TIME,time_reference,Anika Rose Moa (born 21 May 1980) is a New Zealand recording artist and television presenter.,0,0,,1924456
September 2001,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Her debut album Thinking Room, was released in September 2001, which reached number one on the New Zealand Albums Chart and provided two Top 5 singles, ""Youthful"" (2001) and ""Falling in Love Again"" (2002).",1,0,,1924456
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Her debut album Thinking Room, was released in September 2001, which reached number one on the New Zealand Albums Chart and provided two Top 5 singles, ""Youthful"" (2001) and ""Falling in Love Again"" (2002).",1,0,,1924456
Falling,NNP,SEASON_REGEX,TIME,time_reference,"Her debut album Thinking Room, was released in September 2001, which reached number one on the New Zealand Albums Chart and provided two Top 5 singles, ""Youthful"" (2001) and ""Falling in Love Again"" (2002).",1,0,,1924456
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Her debut album Thinking Room, was released in September 2001, which reached number one on the New Zealand Albums Chart and provided two Top 5 singles, ""Youthful"" (2001) and ""Falling in Love Again"" (2002).",1,0,,1924456
1998,CD,YEAR_REGEX_1,TIME,time_reference,"Moa competed at the Rockquest songwriting contest in 1998, which led to a recording contract.",2,0,,1924456
2003,CD,YEAR_REGEX_1,TIME,time_reference,"She is the subject of two documentaries by film-maker Justin Pemberton: 3 Chords and the Truth: the Anika Moa Story (2003), detailing her signing to a record label and the release of Thinking Room, and In Bed with Anika Moa (2010) on her later career.",3,0,,1924456
2010,CD,YEAR_REGEX_1,TIME,time_reference,"She is the subject of two documentaries by film-maker Justin Pemberton: 3 Chords and the Truth: the Anika Moa Story (2003), detailing her signing to a record label and the release of Thinking Room, and In Bed with Anika Moa (2010) on her later career.",3,0,,1924456
1980,CD,YEAR_REGEX_1,TIME,time_reference,Anika Moa was born in 1980 in the Auckland suburb of Papakura.,0,2,== Early life ==,1924456
2010,CD,YEAR_REGEX_1,TIME,time_reference,"Her father Tia (died by 2010) was Māori (Ngāpuhi, Te Aupōuri) and her mother Bernadette is of English descent.",2,2,== Early life ==,1924456
three days,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Moa and her siblings were raised by Bernadette, who was a member of a band, which performed three days a week.",3,2,== Early life ==,1924456
