entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Comedian,http://dbpedia.org/ontology/Person,"Gilda Susan Radner (June 28, 1946 – May 20, 1989) was an American comedian and actress, and one of the seven original cast members of the “Not Ready For Prime Time Players” on  the NBC sketch comedy show Saturday Night Live (SNL).",0,0,,,,,,,90698
place,http://dbpedia.org/resource/United_States,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Radner's SNL work established her as an iconic figure in the history of American comedy.,4,0,,551746.0,American,72.0,0.927955244334956,0.0578330721507816,90698
person,http://dbpedia.org/resource/Gene_Wilder,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Her widower, Gene Wilder, carried out her wish that information about her illness would be used to help other cancer victims, founding—and inspiring the founding of—organizations that emphasize early diagnosis, attention to hereditary factors and support for cancer patients.",2,1,,444.0,Gene Wilder,13.0,1.0,0.0,90698
place,http://dbpedia.org/resource/Michigan,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion","Posthumously, Radner won a Grammy Award in 1990, was inducted into the Michigan Women's Hall of Fame in 1992, and received a star on the Hollywood Walk of Fame in 2003.",3,1,,73376.0,Michigan,71.0,0.9378975095925484,0.0378120423404962,90698
place,http://dbpedia.org/resource/Hollywood,"Wikidata:Q486972,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:CityDistrict","Posthumously, Radner won a Grammy Award in 1990, was inducted into the Michigan Women's Hall of Fame in 1992, and received a star on the Hollywood Walk of Fame in 2003.",3,1,,24508.0,Hollywood,137.0,0.997063281078666,0.0029331293948547,90698
person,http://dbpedia.org/resource/Henrietta_of_England,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty","Radner was born in Detroit, Michigan, to Jewish parents, Henrietta (née Dworkin), a legal secretary, and Herman Radner, a businessman.",0,3,== Early life ==,291.0,Henrietta,57.0,0.9999999862533572,1.2267036862842728e-08,90698
person,http://dbpedia.org/resource/Ronald_Dworkin,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Philosopher","Radner was born in Detroit, Michigan, to Jewish parents, Henrietta (née Dworkin), a legal secretary, and Herman Radner, a businessman.",0,3,== Early life ==,208.0,Dworkin,73.0,0.9999999137545822,8.62450860469127e-08,90698
place,http://dbpedia.org/resource/Detroit,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Radner was born in Detroit, Michigan, to Jewish parents, Henrietta (née Dworkin), a legal secretary, and Herman Radner, a businessman.",0,3,== Early life ==,48204.0,Detroit,19.0,0.9999744696004542,1.2903266931311032e-05,90698
place,http://dbpedia.org/resource/Michigan,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion","Radner was born in Detroit, Michigan, to Jewish parents, Henrietta (née Dworkin), a legal secretary, and Herman Radner, a businessman.",0,3,== Early life ==,73376.0,Michigan,28.0,0.736536159121698,0.3567708083713388,90698
person,http://dbpedia.org/resource/Nikolaus_Herman,http://dbpedia.org/ontology/Person,"Radner was born in Detroit, Michigan, to Jewish parents, Henrietta (née Dworkin), a legal secretary, and Herman Radner, a businessman.",0,3,== Early life ==,,,,,,90698
