@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/George_Gershwin,4430,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",George,0,0.9974191414870438,0.0025453630691502456,person,"George Theophilus Walker (June 27, 1922 – August 23, 2018) was an American composer, pianist, and organist, who was the first African American to have won the Pulitzer Prize for Music.",0,0,,742176
http://dbpedia.org/resource/Theophilus_of_Antioch,102,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Theophilus,7,0.7377895520848754,0.3553947153124983,person,"George Theophilus Walker (June 27, 1922 – August 23, 2018) was an American composer, pianist, and organist, who was the first African American to have won the Pulitzer Prize for Music.",0,0,,742176
http://dbpedia.org/resource/Kemba_Walker,1487,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Walker,18,0.9941896831203537,0.005753327553484992,person,"George Theophilus Walker (June 27, 1922 – August 23, 2018) was an American composer, pianist, and organist, who was the first African American to have won the Pulitzer Prize for Music.",0,0,,742176
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,68,0.9979740815470445,0.001200860535813082,place,"George Theophilus Walker (June 27, 1922 – August 23, 2018) was an American composer, pianist, and organist, who was the first African American to have won the Pulitzer Prize for Music.",0,0,,742176
http://dbpedia.org/resource/Kemba_Walker,1487,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Walker,53,0.9856787655751853,0.014303212378166463,person,"He received the Pulitzer for his work Lilacs in 1996.Walker was married to pianist and scholar Helen Walker-Hill (May 26, 1936 – August 8, 2013) between 1960 and 1975.",1,0,,742176
http://dbpedia.org/resource/Kemba_Walker,1487,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Walker,0,0.964776204314234,0.0359416577346633,person,"Walker was the father of two sons, violinist and composer Gregory T.S.",2,0,,742176
http://dbpedia.org/resource/Gregory_of_Nazianzus_the_Elder,127,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Gregory,58,0.5038404942706857,0.508379829076655,person,"Walker was the father of two sons, violinist and composer Gregory T.S.",2,0,,742176
http://dbpedia.org/resource/Kemba_Walker,1487,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Walker,0,0.9634128636904552,0.03738561348864699,person,Walker and playwright Ian Walker.,3,0,,742176
http://dbpedia.org/resource/Kemba_Walker,1487,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Walker,26,0.9634128636904552,0.03738561348864699,person,Walker and playwright Ian Walker.,3,0,,742176
http://dbpedia.org/resource/Kemba_Walker,1487,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Walker,0,0.9689078691252068,0.03159050278758048,person,Walker was first exposed to music at the age of five when he began to play the piano.,0,2,== Biography ==,742176
