@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Chico_Marx,355,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Chico,13,0.9999999670226322,2.8359609229669604E-8,person,"Foreststorn ""Chico"" Hamilton, (September 20, 1921 – November 25, 2013) was an American jazz drummer and bandleader.",0,0,,559163
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,80,0.9987125866696497,0.0011061708020442217,place,"Foreststorn ""Chico"" Hamilton, (September 20, 1921 – November 25, 2013) was an American jazz drummer and bandleader.",0,0,,559163
http://dbpedia.org/resource/Lester_Young,736,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Lester Young,37,1.0,0.0,person,"He came to prominence as sideman for Lester Young, Gerry Mulligan, Count Basie, and Lena Horne.",1,0,,559163
http://dbpedia.org/resource/Gerry_Mulligan,1010,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gerry Mulligan,51,1.0,0.0,person,"He came to prominence as sideman for Lester Young, Gerry Mulligan, Count Basie, and Lena Horne.",1,0,,559163
http://dbpedia.org/resource/Count_Basie,2733,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Count Basie,67,1.0,0.0,person,"He came to prominence as sideman for Lester Young, Gerry Mulligan, Count Basie, and Lena Horne.",1,0,,559163
http://dbpedia.org/resource/Lena_Horne,1019,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Lena Horne,84,1.0,0.0,person,"He came to prominence as sideman for Lester Young, Gerry Mulligan, Count Basie, and Lena Horne.",1,0,,559163
http://dbpedia.org/resource/Lester_Young,736,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Lester Young,37,1.0,0.0,person,"He came to prominence as sideman for Lester Young, Gerry Mulligan, Count Basie, and Lena Horne.",1,0,,559163
http://dbpedia.org/resource/Gerry_Mulligan,1010,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gerry Mulligan,51,1.0,0.0,person,"He came to prominence as sideman for Lester Young, Gerry Mulligan, Count Basie, and Lena Horne.",1,0,,559163
http://dbpedia.org/resource/Count_Basie,2733,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Count Basie,67,1.0,0.0,person,"He came to prominence as sideman for Lester Young, Gerry Mulligan, Count Basie, and Lena Horne.",1,0,,559163
http://dbpedia.org/resource/Charles_Mingus,1466,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Charles Mingus,162,1.0,0.0,person,"Foreststorn Hamilton was born in Los Angeles, California, one of three brothers, one of whom was actor Bernie Hamilton.Hamilton started his career in a band with Charles Mingus, Illinois Jacquet, Ernie Royal, Dexter Gordon, Buddy Collette and Jack Kelso before he had finished high school.",0,3,== Biography == | === Early life and career ===,559163
