@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Joni_James,152,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Joni James,0,1.0,0.0,person,"Joni James (born Giovanna Carmella Babbo, September 22, 1930) is an American singer of traditional pop music.",0,0,,537467
http://dbpedia.org/resource/Joni_James,152,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Joni James,0,1.0,0.0,person,"Joni James (born Giovanna Carmella Babbo, September 22, 1930) is an American singer of traditional pop music.",0,0,,537467
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,68,0.9312524648989307,0.07162736850140819,place,"Joni James (born Giovanna Carmella Babbo, September 22, 1930) is an American singer of traditional pop music.",0,0,,537467
http://dbpedia.org/resource/Chicago,131732,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Chicago, Illinois, United States",62,1.0,0.0,place,"Joan Carmella Babbo was born to an Italian-American family in Chicago, Illinois, United States, one of six children supported by her widowed mother.",0,2,== Biography ==,537467
http://dbpedia.org/resource/Chicago,131732,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Chicago,62,0.9999931477852331,6.615339938775387E-6,place,"Joan Carmella Babbo was born to an Italian-American family in Chicago, Illinois, United States, one of six children supported by her widowed mother.",0,2,== Biography ==,537467
http://dbpedia.org/resource/Chicago,131732,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Chicago,111,0.9996032139060743,3.931800989796064E-4,place,"As an adolescent, she studied drama and ballet, and on graduating from Bowen High School, located in the South Chicago neighborhood, went with a local dance group on a tour of Canada.",1,2,== Biography ==,537467
http://dbpedia.org/resource/Canada,184784,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Canada,176,0.999887852438627,2.398600339919643E-5,place,"As an adolescent, she studied drama and ballet, and on graduating from Bowen High School, located in the South Chicago neighborhood, went with a local dance group on a tour of Canada.",1,2,== Biography ==,537467
http://dbpedia.org/resource/Edgewater_Beach_Hotel,38,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:ArchitecturalStructure,DBpedia:Building",Edgewater Beach Hotel,44,1.0,0.0,place,"She then took a job as a chorus girl in the Edgewater Beach Hotel in Chicago.After doing a fill-in in Indiana, she decided to pursue a singing career.",2,2,== Biography ==,537467
http://dbpedia.org/resource/Indiana,53013,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Indiana,102,0.9936502483441509,0.0021805435305495705,place,"She then took a job as a chorus girl in the Edgewater Beach Hotel in Chicago.After doing a fill-in in Indiana, she decided to pursue a singing career.",2,2,== Biography ==,537467
http://dbpedia.org/resource/Hank_Williams,2424,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Hank Williams,89,0.9999999999756142,2.4395209503489563E-11,person,"She had a number of hits following that one, including ""Your Cheatin' Heart"" (a cover of Hank Williams' hit) and ""Have You Heard?"".",6,2,== Biography ==,537467
