@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Luc_Plamondon,141,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Luc Plamondon,0,1.0,0.0,person,"Luc Plamondon, OC, CQ (b.",0,0,,965420
http://dbpedia.org/resource/Luc_Plamondon,141,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Luc Plamondon,0,1.0,0.0,person,"Luc Plamondon, OC, CQ (b.",0,0,,965420
"http://dbpedia.org/resource/Saint-Raymond,_Quebec",125,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Saint-Raymond, Quebec",17,0.9999999999999716,0.0,place,"March 2, 1942 in Saint-Raymond, Quebec), is a French-Canadian lyricist and music executive.",1,0,,965420
http://dbpedia.org/resource/Notre-Dame_de_Paris,1824,"Wikidata:Q41176,Schema:Place,Schema:LandmarksOrHistoricalBuildings,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:HistoricBuilding",Notre-Dame de Paris,60,0.9822888041427205,0.01802996109559404,place,He is best known for his work on the musicals Starmania and Notre-Dame de Paris.,2,0,,965420
http://dbpedia.org/resource/Louis_Plamondon,64,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Louis Plamondon,21,1.0,0.0,person,"He is the brother of Louis Plamondon, a long-serving member of the House of Commons of Canada.Plamondon has accepted honours from Canadian institutions and is also known as a francophone nationalist and Quebec sovereigntist.",0,1,,965420
,,,"March 2 , 1942",,,,time,"March 2, 1942 in Saint-Raymond, Quebec), is a French-Canadian lyricist and music executive.",1,0,,965420
