entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Maurice_Maeterlinck,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","Through his publishing house, Renacimiento ('Rebirth'), he translated the work of William Shakespeare, Maurice Maeterlinck and Santiago Rusiñol, and introduced the work of European playwrights including George Bernard Shaw and Luigi Pirandello to Spain.",1,6,== Work as a publisher and director ==,555.0,Maurice Maeterlinck,103.0,1.0,0.0,361339
person,http://dbpedia.org/resource/George_Gershwin,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Through his publishing house, Renacimiento ('Rebirth'), he translated the work of William Shakespeare, Maurice Maeterlinck and Santiago Rusiñol, and introduced the work of European playwrights including George Bernard Shaw and Luigi Pirandello to Spain.",1,6,== Work as a publisher and director ==,4430.0,George,204.0,0.8288536509860701,0.1829058992372716,361339
person,http://dbpedia.org/resource/George_Bernard_Shaw,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","Through his publishing house, Renacimiento ('Rebirth'), he translated the work of William Shakespeare, Maurice Maeterlinck and Santiago Rusiñol, and introduced the work of European playwrights including George Bernard Shaw and Luigi Pirandello to Spain.",1,6,== Work as a publisher and director ==,3454.0,Shaw,219.0,0.9999999999987494,8.616554894265124e-13,361339
person,http://dbpedia.org/resource/Luigi_Pirandello,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","Through his publishing house, Renacimiento ('Rebirth'), he translated the work of William Shakespeare, Maurice Maeterlinck and Santiago Rusiñol, and introduced the work of European playwrights including George Bernard Shaw and Luigi Pirandello to Spain.",1,6,== Work as a publisher and director ==,738.0,Luigi Pirandello,228.0,1.0,0.0,361339
place,http://dbpedia.org/resource/Santiago,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Through his publishing house, Renacimiento ('Rebirth'), he translated the work of William Shakespeare, Maurice Maeterlinck and Santiago Rusiñol, and introduced the work of European playwrights including George Bernard Shaw and Luigi Pirandello to Spain.",1,6,== Work as a publisher and director ==,10738.0,Santiago,127.0,0.8830498848299501,0.0798261082470193,361339
place,http://dbpedia.org/resource/Spain,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Through his publishing house, Renacimiento ('Rebirth'), he translated the work of William Shakespeare, Maurice Maeterlinck and Santiago Rusiñol, and introduced the work of European playwrights including George Bernard Shaw and Luigi Pirandello to Spain.",1,6,== Work as a publisher and director ==,124713.0,Spain,248.0,0.9684529094162612,0.0289472438328699,361339
person,http://dbpedia.org/resource/Juan_Eslava_Galán,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","In 1917 he was appointed Director of Madrid's Teatro Eslava and remained there until 1925, transforming the venue into Spain's first Art Theatre.",0,7,== Work as a publisher and director ==,12.0,Eslava,53.0,0.5225945268996319,0.6666666666666695,361339
place,http://dbpedia.org/resource/Madrid,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","In 1917 he was appointed Director of Madrid's Teatro Eslava and remained there until 1925, transforming the venue into Spain's first Art Theatre.",0,7,== Work as a publisher and director ==,40889.0,Madrid,37.0,0.999997958000914,1.6158840966973012e-06,361339
place,http://dbpedia.org/resource/Spain,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","In 1917 he was appointed Director of Madrid's Teatro Eslava and remained there until 1925, transforming the venue into Spain's first Art Theatre.",0,7,== Work as a publisher and director ==,124713.0,Spain,119.0,0.9999271496401532,6.331320715561148e-05,361339
person,http://dbpedia.org/resource/Juan_Eslava_Galán,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","Amongst a series of Spanish and foreign playwrights whose work he produced ""in a new, forward-looking style"", it was at Martínez Sierra's invitation that Federico García Lorca created and staged, at the Eslava, his first play, El maleficio de la mariposa ('The Curse of the Butterfly'), in 1920.",1,7,== Work as a publisher and director ==,12.0,Eslava,205.0,0.5225945268996319,0.6666666666666695,361339
person,http://dbpedia.org/resource/Benito_Perojo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Mamá, directed by Benito Perojo (1931, based on the play Mamá)",0,9,== Filmography ==,56.0,Benito Perojo,19.0,1.0,0.0,361339
person,http://dbpedia.org/resource/Eugene_Forde,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Primavera en otoño, directed by Eugene Forde (1933, based on the play Primavera en otoño)",0,10,== Filmography ==,46.0,Eugene Forde,33.0,0.9999999999999432,0.0,361339
person,http://dbpedia.org/resource/Louis_King,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Una viuda romántica, directed by Louis King (1933, based on the play Sueño de Una Noche de Agosto)",0,11,== Filmography ==,96.0,Louis King,34.0,0.9999999239061624,7.608841447070905e-08,361339
person,http://dbpedia.org/resource/Mitchell_Leisen,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Cradle Song, directed by Mitchell Leisen (1933, based on the play Canción de cuna)",0,12,== Filmography ==,130.0,Mitchell Leisen,25.0,1.0,0.0,361339
person,http://dbpedia.org/resource/Glen_Ella,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q13415036,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:RugbyPlayer","Yo, tú y ella, directed by John Reinhardt (1933, based on the play Mujer)",0,13,== Filmography ==,106.0,ella,10.0,0.5735719120733915,0.4405477214428233,361339
person,http://dbpedia.org/resource/John_Reinhardt_(director),"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Yo, tú y ella, directed by John Reinhardt (1933, based on the play Mujer)",0,13,== Filmography ==,23.0,John Reinhardt,28.0,0.8138062117661996,0.2287334593572787,361339
person,http://dbpedia.org/resource/Louis_King,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Julieta compra un hijo, directed by Louis King and Gregorio Martínez Sierra (1935, based on the play Julieta compra un hijo)",0,14,== Filmography ==,96.0,Louis King,36.0,0.999999419299824,5.806590960456069e-07,361339
person,http://dbpedia.org/resource/Benito_Perojo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Susana tiene un secreto, directed by Benito Perojo (1935, based on the play Susana tiene un secreto)",0,15,== Filmography ==,56.0,Benito Perojo,37.0,1.0,0.0,361339
place,http://dbpedia.org/resource/Argentina,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Canción de cuna, directed by Gregorio Martínez Sierra (Argentina, 1941, based on the play Canción de cuna)",0,16,== Filmography ==,70394.0,Argentina,57.0,0.9866320573076912,0.0110455750075943,361339
place,http://dbpedia.org/resource/La_Paz,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Tú eres la paz, directed by Gregorio Martínez Sierra (Argentina, 1942, based on the novel Tú eres la paz)",0,17,== Filmography ==,2568.0,la paz,9.0,0.9999999999730278,2.5904502927552928e-11,361339
place,http://dbpedia.org/resource/Argentina,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Tú eres la paz, directed by Gregorio Martínez Sierra (Argentina, 1942, based on the novel Tú eres la paz)",0,17,== Filmography ==,70394.0,Argentina,56.0,0.9927549127730828,0.0064827955282169,361339
place,http://dbpedia.org/resource/La_Paz,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Tú eres la paz, directed by Gregorio Martínez Sierra (Argentina, 1942, based on the novel Tú eres la paz)",0,17,== Filmography ==,2568.0,la paz,101.0,0.9999999999730278,2.5904502927552928e-11,361339
place,http://dbpedia.org/resource/Argentina,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Los hombres las prefieren viudas, directed by Gregorio Martínez Sierra (Argentina, 1943, based on the play Los hombres las prefieren viudas)",0,18,== Filmography ==,70394.0,Argentina,73.0,0.9999994976004256,4.001415695557192e-07,361339
place,http://dbpedia.org/resource/Spain,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","El amor brujo, directed by Antonio Román (Spain, 1949, based on the ballet El amor brujo)",0,19,== Filmography ==,124713.0,Spain,43.0,0.999327745634218,0.0006079185108741895,361339
person,http://dbpedia.org/resource/Fernando_de_Fuentes,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Canción de cuna, directed by Fernando de Fuentes (Mexico, 1953, based on the play Canción de cuna)",0,20,== Filmography ==,92.0,Fernando de Fuentes,30.0,1.0,0.0,361339
place,http://dbpedia.org/resource/Mexico,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Canción de cuna, directed by Fernando de Fuentes (Mexico, 1953, based on the play Canción de cuna)",0,20,== Filmography ==,127378.0,Mexico,51.0,0.9635819123619838,0.0222786180534781,361339
person,http://dbpedia.org/resource/Michael_Powell,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Honeymoon, directed by Michael Powell (UK/Spain, 1959, based on the ballet El amor brujo)",0,21,== Filmography ==,528.0,Michael Powell,23.0,0.999999999930111,6.977185472979265e-11,361339
place,http://dbpedia.org/resource/United_Kingdom,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Honeymoon, directed by Michael Powell (UK/Spain, 1959, based on the ballet El amor brujo)",0,21,== Filmography ==,196331.0,UK,39.0,0.9755782938629648,0.0236811258989584,361339
place,http://dbpedia.org/resource/Spain,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Honeymoon, directed by Michael Powell (UK/Spain, 1959, based on the ballet El amor brujo)",0,21,== Filmography ==,124713.0,Spain,42.0,0.9995308667642768,0.0004243998777582836,361339
place,http://dbpedia.org/resource/Spain,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Canción de cuna, directed by José María Elorrieta (Spain, 1961, based on the play Canción de cuna)",0,22,== Filmography ==,124713.0,Spain,54.0,0.962310662432076,0.0379704660402072,361339
person,http://dbpedia.org/resource/Francisco_Rovira_Beleta,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Bewitched Love, directed by Francisco Rovira Beleta (Spain, 1967, based on the ballet El amor brujo)",0,23,== Filmography ==,25.0,Francisco Rovira Beleta,28.0,1.0,0.0,361339
place,http://dbpedia.org/resource/Spain,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Bewitched Love, directed by Francisco Rovira Beleta (Spain, 1967, based on the ballet El amor brujo)",0,23,== Filmography ==,124713.0,Spain,53.0,0.9998235757461856,8.14123835204915e-05,361339
person,http://dbpedia.org/resource/Carlos_Saura,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","El Amor brujo, directed by Carlos Saura (Spain, 1986, based on the ballet El amor brujo)",0,24,== Filmography ==,343.0,Carlos Saura,27.0,1.0,0.0,361339
place,http://dbpedia.org/resource/Spain,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","El Amor brujo, directed by Carlos Saura (Spain, 1986, based on the ballet El amor brujo)",0,24,== Filmography ==,124713.0,Spain,41.0,0.9992095364313608,0.0006946487613820356,361339
place,http://dbpedia.org/resource/Spanish_Empire,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Cradle Song, directed by José Luis Garci (Spain, 1994, based on the play Canción de cuna)",0,25,== Filmography ==,8834.0,Spain,43.0,0.8072031528822021,0.2351075823846582,361339
person,http://dbpedia.org/resource/Louis_King,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Louis King, 1934)",1,27,== Filmography == | === Screenwriter ===,96.0,Louis King,0.0,0.9999961170303848,3.882707804623628e-06,361339
person,http://dbpedia.org/resource/Benito_Perojo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Benito Perojo, 1948)",1,29,== Filmography == | === Screenwriter ===,56.0,Benito Perojo,0.0,1.0,0.0,361339
person,http://dbpedia.org/resource/Mary_I_of_England,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty","The Trial of Mary Dugan (1931, co-director: Marcel De Sano)",0,31,== Filmography == | === Director ===,3627.0,Mary,13.0,0.8701002715147054,0.1252114964295562,361339
person,http://dbpedia.org/resource/Dennis_Dugan,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","The Trial of Mary Dugan (1931, co-director: Marcel De Sano)",0,31,== Filmography == | === Director ===,99.0,Dugan,18.0,0.9999583849634118,0.0,361339
place,"http://dbpedia.org/resource/Sano,_Tochigi","Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","The Trial of Mary Dugan (1931, co-director: Marcel De Sano)",0,31,== Filmography == | === Director ===,116.0,Sano,54.0,0.9907670843514494,0.0,361339
person,http://dbpedia.org/resource/Louis_King,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Julieta compra un hijo (1935, co-director: Louis King)",0,32,== Filmography == | === Director ===,96.0,Louis King,43.0,0.9999622071018056,3.779163150379834e-05,361339
place,http://dbpedia.org/resource/La_Paz,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Tú eres la paz (1942),0,34,== Filmography == | === Director ===,2568.0,la paz,9.0,0.9999999991622276,7.156450946405234e-10,361339
place,http://dbpedia.org/resource/London,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",London: Macmillan.,2,38,== References ==,242203.0,London,0.0,0.9323700442730122,0.0558794695146014,361339
place,http://dbpedia.org/resource/Teatro_Español_(Madrid),"Wikidata:Q41176,Wikidata:Q24354,Schema:Place,DBpedia:Venue,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Theatre",Dramatists in Perspective: Spanish Theatre in the Twentieth Century.,1,39,== References ==,62.0,Spanish Theatre,27.0,0.99999568605713,0.0,361339
person,http://dbpedia.org/resource/20th_century,http://dbpedia.org/ontology/Person,Dramatists in Perspective: Spanish Theatre in the Twentieth Century.,1,39,== References ==,,,,,,361339
place,http://dbpedia.org/resource/Cardiff,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Cardiff: University of Wales Press.,2,39,== References ==,20174.0,Cardiff,0.0,0.6818389205208688,0.3755092904542554,361339
person,http://dbpedia.org/resource/Esfinge,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q13474373,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:Wrestler",Madrid: Ediciones de la Esfinge.,2,40,== References ==,91.0,Esfinge,24.0,0.9999991199815136,0.0,361339
place,http://dbpedia.org/resource/Madrid,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Madrid: Ediciones de la Esfinge.,2,40,== References ==,40889.0,Madrid,0.0,0.9416568919102236,0.0452314329520198,361339
person,http://dbpedia.org/resource/God,http://dbpedia.org/ontology/Person,The kingdom of God.,1,41,== References ==,,,,,,361339
person,http://dbpedia.org/resource/John_Garrett_Underhill,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","In English Versions by John Garrett Underhill, with a Critical Appreciation of the Plays by H. Granville Barker .",6,41,== References ==,9.0,John Garrett Underhill,23.0,1.0,0.0,361339
person,http://dbpedia.org/resource/John_Garrett_Underhill,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Translations by John Garrett Underhill, Harley Granville-Barker, Helen Granville-Barker, Editor Chatto & Windus, 1923.",7,41,== References ==,9.0,John Garrett Underhill,16.0,1.0,0.0,361339
person,http://dbpedia.org/resource/Harley_Granville-Barker,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","Translations by John Garrett Underhill, Harley Granville-Barker, Helen Granville-Barker, Editor Chatto & Windus, 1923.",7,41,== References ==,154.0,Harley Granville-Barker,40.0,1.0,0.0,361339
place,http://dbpedia.org/resource/Mexico,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Mexico: Gandesa.,2,42,== References ==,127378.0,Mexico,0.0,0.9313241818964064,0.0379281014046862,361339
place,http://dbpedia.org/resource/Gandesa,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Mexico: Gandesa.,2,42,== References ==,66.0,Gandesa,8.0,0.9999999055357138,0.0,361339
person,http://dbpedia.org/resource/Kemba_Walker,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer","O'Connor, Patricia Walker (1966).",0,43,== References ==,1487.0,Walker,19.0,0.9634128636904552,0.0373856134886469,361339
place,http://dbpedia.org/resource/New_York_City,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","New York, NY: American Press.",2,43,== References ==,210990.0,New York,0.0,0.9999707931063334,1.2060924098956244e-05,361339
place,http://dbpedia.org/resource/New_York_City,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","New York, NY: American Press.",2,43,== References ==,210990.0,NY,10.0,0.999976379152702,6.492317729857816e-06,361339
place,http://dbpedia.org/resource/United_States,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","New York, NY: American Press.",2,43,== References ==,551746.0,American,14.0,0.99865784887848,0.0009213114629391904,361339
person,http://dbpedia.org/resource/Kemba_Walker,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer","O'Connor, Patricia Walker (1977).",0,44,== References ==,1487.0,Walker,19.0,0.9634128636904552,0.0373856134886475,361339
place,http://dbpedia.org/resource/Boston,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Boston, MA: Twayne Publishers.",2,44,== References ==,85435.0,Boston,0.0,0.9901774972960148,0.0071649984945467,361339
time,,,"Gregorio Martínez Sierra (6 May 1881 – 1 October 1947) was a Spanish writer, poet, dramatist, and theatre director, a key figure in the revival of the Spanish theatrical avant-garde in the early twentieth century.",0,0,,,6 May 1881,,,,361339
