URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID,timeEntityType
http://dbpedia.org/resource/Marsha_Norman,129.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Marsha Norman,0.0,1.0,0.0,person,"Marsha Norman (born September 21, 1947) is an American playwright, screenwriter, and novelist.",0,0,,1142145,
http://dbpedia.org/resource/United_States,551746.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,46.0,0.7906833164807869,0.2615029037911738,place,"Marsha Norman (born September 21, 1947) is an American playwright, screenwriter, and novelist.",0,0,,1142145,
http://dbpedia.org/resource/Playwright,,http://dbpedia.org/ontology/Person,,,,,person,"Marsha Norman (born September 21, 1947) is an American playwright, screenwriter, and novelist.",0,0,,1142145,
http://dbpedia.org/resource/Screenwriter,,http://dbpedia.org/ontology/Person,,,,,person,"Marsha Norman (born September 21, 1947) is an American playwright, screenwriter, and novelist.",0,0,,1142145,
http://dbpedia.org/resource/Novelist,,http://dbpedia.org/ontology/Person,,,,,person,"Marsha Norman (born September 21, 1947) is an American playwright, screenwriter, and novelist.",0,0,,1142145,
http://dbpedia.org/resource/Mother,,http://dbpedia.org/ontology/Person,,,,,person,"She received the 1983 Pulitzer Prize for Drama for her play 'night, Mother.",1,0,,1142145,
http://dbpedia.org/resource/Bertha_of_Kent,101.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Bertha,83.0,0.7330848455844013,0.1718157197720237,person,"Norman was born in Louisville, Kentucky, the oldest of four children of Billie and Bertha Williams.",0,3,== Biography == | === Early years ===,1142145,
"http://dbpedia.org/resource/Louisville,_Kentucky",12355.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Louisville, Kentucky",19.0,0.518852400244837,0.5552076132263231,place,"Norman was born in Louisville, Kentucky, the oldest of four children of Billie and Bertha Williams.",0,3,== Biography == | === Early years ===,1142145,
http://dbpedia.org/resource/Actors_Theatre_of_Louisville,238.0,"Wikidata:Q41176,Wikidata:Q24354,Schema:Place,DBpedia:Venue,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Theatre",Actors Theatre,59.0,0.9999999999999004,0.0,place,She later began attending productions by the newly founded Actors Theatre of Louisville.,2,3,== Biography == | === Early years ===,1142145,
http://dbpedia.org/resource/Journalist,,http://dbpedia.org/ontology/Person,,,,,person,"She worked as a journalist for The Louisville Times newspaper, and also wrote for Kentucky Educational Television.",4,3,== Biography == | === Early years ===,1142145,
http://dbpedia.org/resource/Benjamin_Graham,209.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q188094,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Economist",Graham,34.0,0.9631886899759312,0.0321403680983733,person,She also taught English at the J. Graham Brown School and Prestonia Elementary School in Louisville.,7,3,== Biography == | === Early years ===,1142145,
http://dbpedia.org/resource/Actors_Theatre_of_Louisville,238.0,"Wikidata:Q41176,Wikidata:Q24354,Schema:Place,DBpedia:Venue,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Theatre",Actors Theatre,52.0,1.0,0.0,place,Norman's first play Getting Out was produced at the Actors Theatre of Louisville and then Off-Broadway in 1979.,0,5,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Kentucky,48031.0,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Kentucky,70.0,0.9984536651625474,0.0011716673672886,place,It reflects Norman's experience working with disturbed adolescents at Kentucky's Central State Hospital.,2,5,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/New_York_City,210990.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",New York City,53.0,0.999996824198332,1.6369764923645194e-06,place,Norman's success with Getting Out led her to move to New York City where she continued to write for the Actors Theatre of Louisville.,0,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Actors_Theatre_of_Louisville,238.0,"Wikidata:Q41176,Wikidata:Q24354,Schema:Place,DBpedia:Venue,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Theatre",Actors Theatre,104.0,0.9999999999999716,0.0,place,Norman's success with Getting Out led her to move to New York City where she continued to write for the Actors Theatre of Louisville.,0,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Humana_Festival_of_New_American_Plays,100.0,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:Convention",Humana Festival,59.0,1.0,0.0,event,"Her full-length play, Circus Valentine was produced at the Humana Festival in 1978.",1,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Mother,,http://dbpedia.org/ontology/Person,,,,,person,"Her next play, 'night, Mother, became her best-known work, given its Broadway success and its star-powered film version.",3,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/United_States,551746.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,254.0,0.8477819600325498,0.1499841334517285,place,"The play brought Norman a great deal of recognition, dealing frankly with the subject of suicide, and won the 1983 Pulitzer Prize for Drama, the Susan Smith Blackburn Prize, the Hull-Warriner, the Drama Desk Award, and the 1986 Golden Plate Award of the American Academy of Achievement.",4,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/New_York_City,210990.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",New York,86.0,0.9850017838793004,0.0145820687718493,place,"However, her follow-up play, Traveller in the Dark received scathing reviews from the New York critics, some of whom were as blunt to say she could not have written it.",5,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Sissy_Spacek,455.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Sissy Spacek,182.0,1.0,0.0,person,"According to an interview in The New York Times, ""Ms. Norman stayed away from the theater and turned to screenplays, including a 1986 movie adaptation of 'night, Mother that starred Sissy Spacek and Anne Bancroft and failed to impress critics.",6,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Anne_Bancroft,525.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Anne Bancroft,199.0,1.0,0.0,person,"According to an interview in The New York Times, ""Ms. Norman stayed away from the theater and turned to screenplays, including a 1986 movie adaptation of 'night, Mother that starred Sissy Spacek and Anne Bancroft and failed to impress critics.",6,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Mother,,http://dbpedia.org/ontology/Person,,,,,person,"According to an interview in The New York Times, ""Ms. Norman stayed away from the theater and turned to screenplays, including a 1986 movie adaptation of 'night, Mother that starred Sissy Spacek and Anne Bancroft and failed to impress critics.",6,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Hollywood,24508.0,"Wikidata:Q486972,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:CityDistrict",Hollywood,26.0,0.9876729002405682,0.0123840689786595,place,"She was in high demand in Hollywood, though not always for films that she liked, or that studios would approve.",7,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Carol_Burnett,1057.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:Comedian",Burnett,107.0,0.984051842989486,0.0053770538690076,person,"""Norman wrote the book and lyrics for the musical The Secret Garden, an adaptation of the  Frances Hodgson Burnett novel The Secret Garden, and won the Tony Award for Best Book in 1991.",8,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Jason_Robert_Brown,180.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jason Robert Brown,20.0,1.0,0.0,person,"Norman and composer Jason Robert Brown made a symphonic adaptation of the children's novel The Trumpet of the Swan, which premiered at the Kennedy Center in 2008.",13,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Jason_Robert_Brown,180.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jason Robert Brown,20.0,1.0,0.0,person,"Norman and composer Jason Robert Brown made a symphonic adaptation of the children's novel The Trumpet of the Swan, which premiered at the Kennedy Center in 2008.",13,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/John_F._Kennedy_Center_for_the_Performing_Arts,2132.0,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Venue",Kennedy Center,139.0,0.9999974812115968,2.518794731405578e-06,place,"Norman and composer Jason Robert Brown made a symphonic adaptation of the children's novel The Trumpet of the Swan, which premiered at the Kennedy Center in 2008.",13,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Composer,,http://dbpedia.org/ontology/Person,,,,,person,"Norman and composer Jason Robert Brown made a symphonic adaptation of the children's novel The Trumpet of the Swan, which premiered at the Kennedy Center in 2008.",13,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Williamstown_Theatre_Festival,275.0,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:Convention",Williamstown Theatre Festival,29.0,1.0,0.0,event,"The musical premiered at the Williamstown Theatre Festival on August 1, 2013 and ran briefly on Broadway from February 20, 2014.",15,6,== Biography == | === Career ===,1142145,
http://dbpedia.org/resource/Mother,,http://dbpedia.org/ontology/Person,,,,,person,"Norman's scripts for television and film include the film version of 'night, Mother.",0,8,== Biography == | ==== Television and film ====,1142145,
http://dbpedia.org/resource/New_York_City,210990.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",New York City,60.0,0.9999999128178596,7.0123213279293e-08,place,"Norman has served on the faculty of the Juilliard School in New York City as Co-Director of Juilliard's Lila Acheson Wallace American Playwrights Program, and is Vice-President of the Dramatists Guild of America.",0,10,== Biography == | ==== Other ====,1142145,
http://dbpedia.org/resource/United_States,551746.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,125.0,0.934950687308739,0.0683609438889428,place,"Norman has served on the faculty of the Juilliard School in New York City as Co-Director of Juilliard's Lila Acheson Wallace American Playwrights Program, and is Vice-President of the Dramatists Guild of America.",0,10,== Biography == | ==== Other ====,1142145,
http://dbpedia.org/resource/William_Inge,206.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",William Inge,28.0,0.999999991906492,7.844470711264235e-09,person,She was honored at the 2011 William Inge Festival for Distinguished Achievement in the American Theatre.,1,10,== Biography == | ==== Other ====,1142145,
http://dbpedia.org/resource/Mother,,http://dbpedia.org/ontology/Person,,,,,person,"'night, Mother (1983)",0,15,== Bibliography ==,1142145,
http://dbpedia.org/resource/Sarah,960.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Sarah,0.0,0.9987475554443912,0.000932463445669762,person,Sarah and Abraham,0,22,== Bibliography ==,1142145,
http://dbpedia.org/resource/Daniel_Boone,1056.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Daniel Boone,7.0,0.9999480342721364,4.920635259228876e-05,person,Loving Daniel Boone,0,23,== Bibliography ==,1142145,
http://dbpedia.org/resource/Carol_Burnett,1057.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:Comedian",Burnett,83.0,0.7386214185760996,0.1103889019669378,person,"The Secret Garden (1991), musical stage adaptation of the novel by Frances Hodgson Burnett.",0,25,== Bibliography ==,1142145,
http://dbpedia.org/resource/Ginger_Wildheart,315.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Ginger,43.0,0.9894957934164336,0.0095921837410165,person,Trudy Blue (play written around Lunch With Ginger) (1999),0,27,== Bibliography ==,1142145,
http://dbpedia.org/resource/Ginger_Wildheart,315.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Ginger,43.0,0.9894957934164336,0.0095921837410165,person,Trudy Blue (play written around Lunch With Ginger) (1999),0,27,== Bibliography ==,1142145,
http://dbpedia.org/resource/Alice_Walker,545.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Alice Walker,57.0,1.0,0.0,person,"The Color Purple (2005), musical stage adaptation of the Alice Walker novel.",0,28,== Bibliography ==,1142145,
http://dbpedia.org/resource/Brenda_Russell,305.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Brenda Russell,19.0,1.0,3.7575693165693656e-15,person,"Collaboration with Brenda Russell, Allee Willis, and Stephen Bray.",1,28,== Bibliography ==,1142145,
http://dbpedia.org/resource/Allee_Willis,142.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Allee Willis,35.0,1.0,0.0,person,"Collaboration with Brenda Russell, Allee Willis, and Stephen Bray.",1,28,== Bibliography ==,1142145,
http://dbpedia.org/resource/Brenda_Russell,305.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Brenda Russell,19.0,1.0,3.7575693165693656e-15,person,"Collaboration with Brenda Russell, Allee Willis, and Stephen Bray.",1,28,== Bibliography ==,1142145,
http://dbpedia.org/resource/Allee_Willis,142.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Allee Willis,35.0,1.0,0.0,person,"Collaboration with Brenda Russell, Allee Willis, and Stephen Bray.",1,28,== Bibliography ==,1142145,
http://dbpedia.org/resource/Jason_Robert_Brown,180.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jason Robert Brown,19.0,1.0,0.0,person,Collaboration with Jason Robert Brown.,1,30,== Bibliography ==,1142145,
http://dbpedia.org/resource/Jason_Robert_Brown,180.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jason Robert Brown,19.0,1.0,0.0,person,Collaboration with Jason Robert Brown.,1,30,== Bibliography ==,1142145,
http://dbpedia.org/resource/Robert_James_Waller,50.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Robert James Waller,79.0,1.0,0.0,person,"The Bridges of Madison County (2014), musical stage adaptation of the novel by Robert James Waller.",0,31,== Bibliography ==,1142145,
http://dbpedia.org/resource/Jason_Robert_Brown,180.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jason Robert Brown,19.0,1.0,0.0,person,Collaboration with Jason Robert Brown.,1,31,== Bibliography ==,1142145,
http://dbpedia.org/resource/Jason_Robert_Brown,180.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Jason Robert Brown,19.0,1.0,0.0,person,Collaboration with Jason Robert Brown.,1,31,== Bibliography ==,1142145,
http://dbpedia.org/resource/Marsha_Norman,129.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Marsha Norman,0.0,1.0,0.0,person,Marsha Norman at the Internet Broadway Database,0,34,== External links ==,1142145,
http://dbpedia.org/resource/Marsha_Norman,129.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Marsha Norman,0.0,0.9999999999999928,0.0,person,Marsha Norman at IMDb,0,35,== External links ==,1142145,
http://dbpedia.org/resource/Marsha_Norman,129.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Marsha Norman,0.0,1.0,0.0,person,"Marsha Norman papers, circa 1947-2011, Houghton Library, Harvard University",0,36,== External links ==,1142145,
http://dbpedia.org/resource/Marsha_Norman,129.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Marsha Norman,0.0,1.0,0.0,person,Marsha Norman at the Internet Off-Broadway Database,0,37,== External links ==,1142145,
http://dbpedia.org/resource/Marsha_Norman,129.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Marsha Norman,0.0,1.0,0.0,person,"Marsha Norman Downstage Center XM radio interview at American Theatre Wing.org, October 2006",0,38,== External links ==,1142145,
http://dbpedia.org/resource/American_Theatre_Wing,,http://dbpedia.org/ontology/Person,,,,,person,"Marsha Norman Downstage Center XM radio interview at American Theatre Wing.org, October 2006",0,38,== External links ==,1142145,
,,,"September 21 , 1947",,,,time,"Marsha Norman (born September 21, 1947) is an American playwright, screenwriter, and novelist.",0,0,,1142145,TimePoint
,,,1983,,,,time,"She received the 1983 Pulitzer Prize for Drama for her play 'night, Mother.",1,0,,1142145,TimePoint
,,,'night,,,,time,"Her next play, 'night, Mother, became her best-known work, given its Broadway success and its star-powered film version.",3,6,== Biography == | === Career ===,1142145,TimePoint
,,,1983,,,,time,"The play brought Norman a great deal of recognition, dealing frankly with the subject of suicide, and won the 1983 Pulitzer Prize for Drama, the Susan Smith Blackburn Prize, the Hull-Warriner, the Drama Desk Award, and the 1986 Golden Plate Award of the American Academy of Achievement.",4,6,== Biography == | === Career ===,1142145,TimePoint
,,,1986,,,,time,"The play brought Norman a great deal of recognition, dealing frankly with the subject of suicide, and won the 1983 Pulitzer Prize for Drama, the Susan Smith Blackburn Prize, the Hull-Warriner, the Drama Desk Award, and the 1986 Golden Plate Award of the American Academy of Achievement.",4,6,== Biography == | === Career ===,1142145,TimePoint
,,,1986 movie adaptation,,,,time,"According to an interview in The New York Times, ""Ms. Norman stayed away from the theater and turned to screenplays, including a 1986 movie adaptation of 'night, Mother that starred Sissy Spacek and Anne Bancroft and failed to impress critics.",6,6,== Biography == | === Career ===,1142145,TimePoint
